time (ms),qx,qy,qz,qw,qx2,qy2,qz2,qw2,gx1,gy1,gz1,gx2,gy2,gz2,ax1,ay1,az1,ax2,ay2,az2,lx1,ly1,lz1,lx2,ly2,lz2,grx1,gry1,grz1,grx2,gry2,grz2
38,-0.74725341796875,-0.1866455078125,-0.60784912109375,0.2008056640625,0.93524169921875,0.27618408203125,-0.20379638671875,0.08648681640625,-0.035555555555555556,-0.0022222222222222222,0.035555555555555556,0.014444444444444444,-0.011111111111111112,-0.0044444444444444444,9.64,-0.5,-1.74,-2.93,0.34,-8.86,1.32,0.01,0.13,1.28,-0.13,-0.02,9.61,-0.61,-1.82,-2.92,0.47,-8.84
69,-0.7474365234375,-0.18597412109375,-0.60791015625,0.20068359375,0.935302734375,0.276123046875,-0.20391845703125,0.08624267578125,-0.024444444444444446,-0.0011111111111111111,0.028888888888888888,0.012222222222222223,-0.01,-0.0033333333333333335,9.61,-0.55,-1.72,-3.02,0.34,-8.78,1.28,0.05,0.09,-0.06,-0.18,0.07,9.61,-0.61,-1.82,-4.2,0.47,-8.84
104,-0.74749755859375,-0.18548583984375,-0.60797119140625,0.19287109375,0.935302734375,0.276123046875,-0.20391845703125,0.08624267578125,-0.03,0.0044444444444444444,0.022222222222222223,0.15222222222222223,0.01,0.0,9.66,-0.59,-1.79,-4.29,0.31,-8.84,1.33,0.05,0.08,-0.04,-0.14,0.0,9.61,-0.62,-1.82,-2.92,0.47,-8.84
138,-0.74761962890625,-0.1849365234375,-0.6080322265625,0.20062255859375,0.935302734375,0.276123046875,-0.20379638671875,0.086181640625,-0.021111111111111112,0.015555555555555555,0.022222222222222223,0.14444444444444443,0.0022222222222222222,-0.0011111111111111111,9.66,-0.54,-1.74,-2.98,0.32,-8.8,1.31,0.04,0.1,-0.05,-0.15,0.03,9.61,-0.62,-1.82,-2.92,0.47,-8.84
169,-0.74755859375,-0.1844482421875,-0.60821533203125,0.20068359375,0.935302734375,0.276123046875,-0.20379638671875,0.086181640625,-0.008888888888888889,0.017777777777777778,0.034444444444444444,0.0022222222222222222,0.0077777777777777776,0.0022222222222222222,9.66,-0.54,-1.73,-2.94,0.31,-8.83,1.32,0.08,0.08,-0.02,-0.12,0.02,9.61,-0.63,-1.81,-4.2,0.47,-8.84
204,-0.74749755859375,-0.18402099609375,-0.60833740234375,0.1932373046875,0.935302734375,0.276123046875,-0.20379638671875,0.086181640625,-0.0077777777777777776,0.02666666666666667,0.044444444444444446,0.14555555555555555,0.01,-0.0022222222222222222,9.65,-0.59,-1.73,-2.98,0.33,-8.83,1.28,0.0,0.12,-0.06,-0.14,0.01,9.61,-0.64,-1.8,-2.92,0.47,-8.84
238,-0.74725341796875,-0.18328857421875,-0.608642578125,0.20166015625,0.935302734375,0.276123046875,-0.20367431640625,0.08612060546875,0.15222222222222223,0.03222222222222222,0.03777777777777778,-0.0033333333333333335,0.012222222222222223,-0.0033333333333333335,9.64,-0.64,-1.7,-2.95,0.32,-8.82,-0.01,0.01,0.05,-0.03,-0.15,0.02,9.61,-0.65,-1.79,-4.19,0.47,-8.84
268,-0.74700927734375,-0.1829833984375,-0.60888671875,0.20220947265625,0.9354248046875,0.27618408203125,-0.20330810546875,0.0860595703125,0.16333333333333333,0.03111111111111111,0.028888888888888888,-0.006666666666666667,0.024444444444444446,-0.0011111111111111111,9.65,-0.63,-1.72,-2.96,0.34,-8.81,1.32,0.04,0.06,1.28,-0.15,0.03,9.61,-0.67,-1.78,-2.91,0.47,-8.85
302,-0.7467041015625,-0.18280029296875,-0.609130859375,0.20269775390625,0.93548583984375,0.27618408203125,-0.2030029296875,0.0859375,0.14888888888888888,0.03222222222222222,0.02666666666666667,-0.0077777777777777776,0.01888888888888889,-0.0011111111111111111,9.65,-0.58,-1.65,-4.2,0.34,-8.85,1.31,0.08,0.12,-0.03,-0.13,0.01,9.62,-0.67,-1.77,-2.9,0.47,-8.85
338,-0.74627685546875,-0.18243408203125,-0.60955810546875,0.19549560546875,0.935546875,0.2762451171875,-0.2027587890625,0.08587646484375,0.16777777777777778,0.035555555555555556,0.03333333333333333,-0.008888888888888889,0.011111111111111112,-0.0033333333333333335,9.63,-0.56,-1.66,-2.89,0.37,-8.83,1.29,0.11,0.11,0.0,-0.1,0.02,9.62,-0.68,-1.76,-4.18,0.47,-8.85
368,-0.74603271484375,-0.18206787109375,-0.6097412109375,0.1961669921875,0.935546875,0.2762451171875,-0.20269775390625,0.09368896484375,0.15444444444444444,0.027777777777777776,0.056666666666666664,-0.0044444444444444444,-0.0033333333333333335,-0.0044444444444444444,9.66,-0.6,-1.61,-2.94,0.35,-8.8,0.04,0.07,0.13,-0.02,-0.12,0.06,9.62,-0.7,-1.75,-4.18,0.47,-8.85
403,-0.74591064453125,-0.181396484375,-0.60992431640625,0.19677734375,0.935546875,0.2762451171875,-0.2027587890625,0.08587646484375,0.013333333333333334,0.021111111111111112,0.06888888888888889,-0.0011111111111111111,-0.011111111111111112,-0.0077777777777777776,9.65,-0.67,-1.65,-2.94,0.34,-8.83,1.3,0.05,0.09,-0.06,-0.1,0.02,9.62,-0.72,-1.74,-2.9,0.47,-8.85
438,-0.745849609375,-0.1805419921875,-0.60992431640625,0.1978759765625,0.93548583984375,0.27618408203125,-0.20281982421875,0.09368896484375,0.15777777777777777,0.012222222222222223,0.07,-0.0022222222222222222,-0.011111111111111112,-0.008888888888888889,9.63,-0.65,-1.66,-2.94,0.35,-8.84,1.33,0.07,0.06,-0.04,-0.12,0.0,9.62,-0.74,-1.74,-4.19,0.47,-8.85
469,-0.74578857421875,-0.17999267578125,-0.60980224609375,0.1988525390625,0.9354248046875,0.27630615234375,-0.203125,0.0859375,0.16333333333333333,0.015555555555555555,0.07777777777777778,0.14555555555555555,-0.014444444444444444,-0.012222222222222223,9.65,-0.66,-1.66,-2.99,0.34,-8.82,1.34,0.08,0.04,-0.05,-0.12,0.03,9.62,-0.77,-1.73,-2.91,0.47,-8.85
503,-0.74578857421875,-0.17919921875,-0.60980224609375,0.19970703125,0.93536376953125,0.27630615234375,-0.203369140625,0.08599853515625,-0.0044444444444444444,0.024444444444444446,0.09222222222222222,0.0077777777777777776,-0.017777777777777778,-0.0033333333333333335,9.63,-0.68,-1.56,-4.21,0.36,-8.81,1.29,0.1,0.15,0.0,-0.1,0.04,9.62,-0.8,-1.72,-2.92,0.47,-8.84
538,-0.7457275390625,-0.177734375,-0.60992431640625,0.20086669921875,0.935302734375,0.27630615234375,-0.20361328125,0.0860595703125,0.14555555555555555,0.025555555555555557,0.10777777777777778,0.005555555555555556,-0.01888888888888889,-0.008888888888888889,9.66,-0.74,-1.63,-2.95,0.37,-8.8,1.3,0.08,0.07,-0.03,-0.09,0.04,9.61,-0.83,-1.71,-4.2,0.47,-8.84
569,-0.7457275390625,-0.176513671875,-0.60986328125,0.201904296875,0.93524169921875,0.2762451171875,-0.2039794921875,0.08599853515625,-0.0077777777777777776,0.02666666666666667,0.10555555555555556,0.14888888888888888,-0.016666666666666666,-0.005555555555555556,9.61,-0.83,-1.58,-2.97,0.36,-8.78,1.34,0.02,0.05,-0.04,-0.08,0.04,9.61,-0.86,-1.7,-4.2,0.47,-8.84
603,-0.7457275390625,-0.17535400390625,-0.60992431640625,0.20281982421875,0.93524169921875,0.2762451171875,-0.2041015625,0.0860595703125,-0.01888888888888889,0.035555555555555556,0.09111111111111111,0.14888888888888888,-0.012222222222222223,-0.0011111111111111111,9.65,-0.81,-1.6,-4.21,0.36,-8.82,1.31,0.07,0.08,-0.04,-0.13,0.05,9.61,-0.89,-1.69,-2.93,0.47,-8.84
638,-0.74560546875,-0.1737060546875,-0.61029052734375,0.21136474609375,0.9351806640625,0.27618408203125,-0.204345703125,0.0860595703125,-0.03777777777777778,0.034444444444444444,0.07222222222222222,0.011111111111111112,-0.014444444444444444,-0.0011111111111111111,9.65,-0.96,-1.58,-2.97,0.34,-8.81,-0.01,-0.09,0.05,-0.04,-0.12,0.02,9.61,-0.9,-1.68,-4.21,0.47,-8.84
668,-0.74542236328125,-0.1728515625,-0.610595703125,0.21173095703125,0.93511962890625,0.27618408203125,-0.20452880859375,0.0860595703125,0.14888888888888888,0.042222222222222223,0.03222222222222222,-0.0033333333333333335,0.008888888888888889,0.0033333333333333335,9.56,-0.93,-1.67,-3.05,0.37,-8.77,1.28,0.05,-0.02,-0.08,-0.11,0.06,9.62,-0.92,-1.66,-2.93,0.47,-8.84
702,-0.74505615234375,-0.17242431640625,-0.611083984375,0.204345703125,0.9351806640625,0.27618408203125,-0.20428466796875,0.08599853515625,0.14333333333333334,0.07666666666666666,0.03666666666666667,-0.0011111111111111111,0.028888888888888888,0.006666666666666667,9.67,-0.79,-1.5,-4.21,0.36,-8.84,1.32,0.13,0.13,0.0,-0.09,-0.01,9.62,-0.93,-1.64,-2.92,0.47,-8.84
735,-0.7442626953125,-0.17144775390625,-0.612060546875,0.21295166015625,0.935302734375,0.2762451171875,-0.20391845703125,0.09368896484375,0.14666666666666667,0.06777777777777778,0.06444444444444444,-0.0044444444444444444,0.023333333333333334,0.0,9.55,-0.85,-1.57,-2.94,0.43,-8.75,-0.07,0.08,0.05,-0.09,-0.07,0.03,9.62,-0.95,-1.61,-2.91,0.46,-8.85
766,-0.74371337890625,-0.17047119140625,-0.61260986328125,0.21392822265625,0.9354248046875,0.2762451171875,-0.20330810546875,0.09344482421875,0.16333333333333333,0.07888888888888888,0.08333333333333333,0.0044444444444444444,0.043333333333333335,-0.0044444444444444444,9.7,-0.88,-1.52,-2.93,0.38,-8.81,1.34,0.12,0.12,-0.02,-0.08,0.03,9.62,-0.97,-1.59,-2.9,0.46,-8.85
800,-0.74310302734375,-0.16949462890625,-0.61328125,0.21502685546875,0.935546875,0.27630615234375,-0.20281982421875,0.09332275390625,0.14222222222222222,0.09222222222222222,0.1,0.01,0.03,0.0,9.63,-0.85,-1.41,-4.23,0.47,-8.8,-0.07,0.04,0.07,-0.06,-0.08,0.04,9.62,-1.0,-1.56,-4.18,0.46,-8.85
831,-0.74249267578125,-0.16815185546875,-0.614013671875,0.21612548828125,0.93560791015625,0.27630615234375,-0.20245361328125,0.0931396484375,0.14888888888888888,0.09111111111111111,0.09888888888888889,0.15333333333333332,0.042222222222222223,-0.011111111111111112,9.65,-1.06,-1.5,-2.97,0.37,-8.82,1.3,-0.04,0.03,-0.04,-0.1,0.02,9.63,-1.03,-1.53,-4.16,0.46,-8.86
863,-0.74188232421875,-0.1671142578125,-0.61468505859375,0.2095947265625,0.93572998046875,0.27655029296875,-0.20184326171875,0.08502197265625,0.17888888888888888,0.08888888888888889,0.08,0.013333333333333334,0.052222222222222225,-0.011111111111111112,9.69,-0.93,-1.36,-2.88,0.33,-8.85,1.34,0.11,0.15,1.28,-0.13,0.01,9.63,-1.05,-1.5,-2.87,0.46,-8.87
897,-0.740966796875,-0.1658935546875,-0.6156005859375,0.21868896484375,0.935791015625,0.27667236328125,-0.20135498046875,0.092529296875,-0.01,0.09111111111111111,0.06222222222222222,-0.0044444444444444444,0.02,-0.008888888888888889,9.68,-1.08,-1.3,-2.84,0.32,-8.84,1.28,-0.05,0.17,0.02,-0.14,0.02,9.63,-1.06,-1.48,-4.15,0.46,-8.87
931,-0.7403564453125,-0.16510009765625,-0.6163330078125,0.21136474609375,0.93585205078125,0.27667236328125,-0.201171875,0.0924072265625,0.15444444444444444,0.06444444444444444,0.034444444444444444,-0.0077777777777777776,0.0044444444444444444,0.006666666666666667,9.54,-1.04,-1.39,-2.95,0.37,-8.79,-0.06,0.02,0.01,-0.11,-0.09,0.03,9.63,-1.08,-1.46,-4.14,0.46,-8.87
968,-0.7396240234375,-0.16448974609375,-0.61712646484375,0.21221923828125,0.93597412109375,0.2767333984375,-0.20074462890625,0.09228515625,0.14666666666666667,0.06444444444444444,0.03888888888888889,0.0044444444444444444,0.04111111111111111,-0.0033333333333333335,9.64,-0.96,-1.32,-2.86,0.35,-8.83,1.31,0.11,0.15,1.28,-0.09,0.02,9.63,-1.09,-1.44,-2.85,0.45,-8.87
1002,-0.7391357421875,-0.16375732421875,-0.61773681640625,0.212646484375,0.93609619140625,0.2767333984375,-0.20025634765625,0.08416748046875,-0.022222222222222223,0.06222222222222222,0.04777777777777778,0.1622222222222222,0.028888888888888888,0.0,9.66,-1.07,-1.32,-4.14,0.35,-8.85,1.3,0.02,0.09,-0.06,-0.13,0.02,9.63,-1.11,-1.41,-2.84,0.45,-8.88
1038,-0.73883056640625,-0.16290283203125,-0.6182861328125,0.21295166015625,0.9361572265625,0.2767333984375,-0.199951171875,0.08380126953125,-0.008888888888888889,0.05,0.042222222222222223,0.015555555555555555,0.022222222222222223,-0.0011111111111111111,9.67,-1.05,-1.3,-2.82,0.36,-8.87,1.31,0.18,0.15,0.01,-0.08,0.01,9.64,-1.12,-1.4,-4.12,0.44,-8.88
1068,-0.7384033203125,-0.16204833984375,-0.6187744140625,0.2135009765625,0.93621826171875,0.27667236328125,-0.19989013671875,0.09130859375,-0.042222222222222223,0.03777777777777778,0.052222222222222225,0.14555555555555555,-0.0077777777777777776,0.0022222222222222222,9.62,-0.97,-1.25,-2.86,0.34,-8.85,1.3,0.11,0.13,1.28,-0.11,0.03,9.64,-1.13,-1.39,-2.84,0.44,-8.88
1102,-0.73828125,-0.16082763671875,-0.6192626953125,0.21337890625,0.93621826171875,0.276611328125,-0.2000732421875,0.091064453125,-0.07111111111111111,0.034444444444444444,0.06777777777777778,0.16444444444444445,-0.027777777777777776,-0.0033333333333333335,9.66,-1.04,-1.26,-4.12,0.34,-8.89,1.3,0.09,0.12,-0.01,-0.09,0.01,9.64,-1.15,-1.38,-2.85,0.43,-8.88
1134,-0.73834228515625,-0.1593017578125,-0.61968994140625,0.2132568359375,0.9361572265625,0.27642822265625,-0.20068359375,0.09075927734375,-0.09222222222222222,0.015555555555555555,0.07555555555555556,0.1811111111111111,-0.04555555555555556,0.0011111111111111111,9.62,-1.12,-1.26,-2.9,0.34,-8.84,-0.01,0.04,0.11,-0.04,-0.06,0.03,9.63,-1.16,-1.37,-2.86,0.42,-8.87
1164,-0.7386474609375,-0.1571044921875,-0.61993408203125,0.21295166015625,0.93603515625,0.2762451171875,-0.2017822265625,0.09033203125,-0.08888888888888889,0.015555555555555555,0.08,0.034444444444444444,-0.051111111111111114,0.0022222222222222222,9.59,-1.2,-1.24,-2.96,0.33,-8.83,1.28,-0.01,0.11,-0.08,-0.08,0.03,9.63,-1.18,-1.37,-2.87,0.41,-8.87
1198,-0.739013671875,-0.15557861328125,-0.61993408203125,0.212890625,0.93597412109375,0.27606201171875,-0.20245361328125,0.0899658203125,-0.06111111111111111,0.0044444444444444444,0.07888888888888888,0.03666666666666667,-0.034444444444444444,-0.0011111111111111111,9.62,-1.19,-1.26,-4.2,0.31,-8.84,1.3,0.0,0.16,-0.03,-0.09,0.02,9.63,-1.2,-1.38,-4.16,0.4,-8.86
1229,-0.73931884765625,-0.154296875,-0.619873046875,0.21295166015625,0.9359130859375,0.27593994140625,-0.2030029296875,0.0897216796875,-0.07111111111111111,-0.0011111111111111111,0.06,0.17,-0.03,-0.0011111111111111111,9.64,-1.16,-1.22,-2.91,0.31,-8.83,-0.02,0.02,0.11,-0.06,-0.11,0.0,9.63,-1.22,-1.38,-4.17,0.39,-8.86
1262,-0.7396240234375,-0.15301513671875,-0.61993408203125,0.212646484375,0.93585205078125,0.27581787109375,-0.20343017578125,0.0816650390625,-0.06222222222222222,-0.013333333333333334,0.043333333333333335,0.15666666666666668,-0.022222222222222223,0.0033333333333333335,9.67,-1.19,-1.25,-4.23,0.32,-8.82,1.32,0.03,0.13,-0.01,-0.07,0.02,9.62,-1.23,-1.38,-2.9,0.39,-8.86
1295,-0.73992919921875,-0.15216064453125,-0.619873046875,0.21234130859375,0.92803955078125,0.2757568359375,-0.203857421875,0.08929443359375,-0.056666666666666664,-0.013333333333333334,0.027777777777777776,0.03333333333333333,-0.021111111111111112,0.008888888888888889,9.59,-1.23,-1.27,-2.96,0.31,-8.8,-0.03,0.0,0.11,-0.05,-0.07,0.05,9.62,-1.23,-1.39,-2.9,0.38,-8.85
1328,-0.74041748046875,-0.15130615234375,-0.61968994140625,0.2117919921875,0.935791015625,0.27557373046875,-0.204345703125,0.0887451171875,-0.042222222222222223,-0.025555555555555557,0.013333333333333334,0.1711111111111111,-0.014444444444444444,0.0033333333333333335,9.66,-1.24,-1.3,-2.96,0.27,-8.82,1.3,-0.02,0.1,-0.06,-0.07,0.02,9.62,-1.23,-1.39,-4.18,0.37,-8.85
1361,-0.74066162109375,-0.15118408203125,-0.6195068359375,0.21148681640625,0.93585205078125,0.27557373046875,-0.20440673828125,0.08074951171875,-0.024444444444444446,-0.03111111111111111,-0.01,0.15,-0.0011111111111111111,0.0033333333333333335,9.62,-1.21,-1.27,-4.22,0.27,-8.83,-0.01,-0.03,0.16,-0.03,-0.08,0.0,9.62,-1.23,-1.4,-2.9,0.37,-8.85
1397,-0.740966796875,-0.15118408203125,-0.61932373046875,0.21112060546875,0.93585205078125,0.27557373046875,-0.20440673828125,0.08074951171875,-0.0077777777777777776,-0.03888888888888889,-0.027777777777777776,-0.006666666666666667,0.008888888888888889,0.0044444444444444444,9.62,-1.2,-1.34,-2.93,0.27,-8.81,0.0,0.01,0.07,-0.02,-0.09,0.04,9.62,-1.22,-1.41,-4.18,0.37,-8.86
1429,-0.7412109375,-0.15185546875,-0.61895751953125,0.218505859375,0.93585205078125,0.27557373046875,-0.20416259765625,0.088623046875,0.017777777777777778,-0.042222222222222223,-0.04111111111111111,-0.02,0.015555555555555555,0.0033333333333333335,9.64,-1.18,-1.34,-2.93,0.28,-8.81,1.28,0.04,0.11,-0.03,-0.08,0.01,9.62,-1.21,-1.42,-4.18,0.38,-8.86
1461,-0.74139404296875,-0.152587890625,-0.61865234375,0.2181396484375,0.93585205078125,0.27569580078125,-0.203857421875,0.08111572265625,0.15888888888888889,-0.03888888888888889,-0.04666666666666667,-0.03,0.01888888888888889,0.0022222222222222222,9.62,-1.15,-1.28,-4.2,0.28,-8.87,1.28,0.04,0.15,-0.03,-0.1,0.01,9.62,-1.19,-1.44,-2.89,0.39,-8.86
1495,-0.7415771484375,-0.1533203125,-0.618408203125,0.21783447265625,0.9359130859375,0.27581787109375,-0.2034912109375,0.0892333984375,0.17555555555555555,-0.04111111111111111,-0.043333333333333335,-0.035555555555555556,0.014444444444444444,-0.005555555555555556,9.64,-1.17,-1.33,-2.94,0.28,-8.83,1.3,0.0,0.11,-0.05,-0.11,0.02,9.62,-1.18,-1.45,-2.89,0.4,-8.86
1526,-0.74176025390625,-0.15460205078125,-0.617919921875,0.21771240234375,0.9359130859375,0.27593994140625,-0.2030029296875,0.08978271484375,0.18444444444444444,-0.042222222222222223,-0.04777777777777778,-0.034444444444444444,0.014444444444444444,-0.0033333333333333335,9.59,-1.13,-1.36,-2.94,0.3,-8.86,-0.02,0.04,0.09,-0.05,-0.1,0.0,9.62,-1.17,-1.46,-2.88,0.41,-8.86
1557,-0.741943359375,-0.155517578125,-0.617431640625,0.2176513671875,0.9359130859375,0.27606201171875,-0.20263671875,0.0902099609375,0.17666666666666667,-0.052222222222222225,-0.04,-0.03333333333333333,0.011111111111111112,-0.0022222222222222222,9.66,-1.04,-1.35,-4.18,0.29,-8.84,1.31,0.01,0.1,-0.05,-0.13,0.02,9.62,-1.16,-1.47,-2.88,0.41,-8.86
1590,-0.74212646484375,-0.15643310546875,-0.61700439453125,0.21771240234375,0.9359130859375,0.27618408203125,-0.202392578125,0.09051513671875,0.2,-0.042222222222222223,-0.02666666666666667,-0.034444444444444444,0.011111111111111112,-0.006666666666666667,9.64,-1.11,-1.38,-4.18,0.31,-8.84,1.28,0.08,0.1,-0.01,-0.12,0.0,9.62,-1.15,-1.48,-4.16,0.42,-8.86
1623,-0.7423095703125,-0.1573486328125,-0.61651611328125,0.21795654296875,0.93585205078125,0.2762451171875,-0.2022705078125,0.08306884765625,0.19,-0.04555555555555556,-0.027777777777777776,-0.023333333333333334,0.005555555555555556,-0.006666666666666667,9.66,-1.07,-1.37,-4.22,0.3,-8.83,1.28,0.06,0.11,-0.02,-0.13,0.04,9.62,-1.15,-1.49,-2.88,0.43,-8.86
1656,-0.74249267578125,-0.15838623046875,-0.61590576171875,0.21807861328125,0.93585205078125,0.2763671875,-0.2021484375,0.09124755859375,0.17555555555555555,-0.04111111111111111,-0.023333333333333334,-0.023333333333333334,0.0033333333333333335,-0.005555555555555556,9.63,-1.06,-1.42,-2.89,0.3,-8.86,1.29,0.07,0.07,0.0,-0.13,0.0,9.62,-1.14,-1.5,-2.88,0.43,-8.86
1690,-0.74273681640625,-0.1590576171875,-0.615478515625,0.21820068359375,0.93585205078125,0.27642822265625,-0.20208740234375,0.091552734375,0.17444444444444446,-0.04666666666666667,-0.017777777777777778,-0.016666666666666666,0.005555555555555556,-0.006666666666666667,9.63,-1.09,-1.4,-4.17,0.29,-8.87,1.32,0.1,0.11,1.28,-0.14,0.02,9.62,-1.14,-1.51,-4.16,0.44,-8.86
1723,-0.74298095703125,-0.1595458984375,-0.61505126953125,0.21826171875,0.935791015625,0.27642822265625,-0.2020263671875,0.08392333984375,0.15777777777777777,-0.043333333333333335,-0.008888888888888889,-0.0077777777777777776,0.0011111111111111111,-0.005555555555555556,9.64,-1.05,-1.38,-2.88,0.31,-8.81,1.29,0.06,0.14,-0.02,-0.13,0.02,9.61,-1.14,-1.52,-2.88,0.44,-8.86
1756,-0.7432861328125,-0.15972900390625,-0.6146240234375,0.21038818359375,0.935791015625,0.2764892578125,-0.2020263671875,0.0841064453125,0.15222222222222223,-0.04666666666666667,-0.005555555555555556,-0.012222222222222223,-0.013333333333333334,0.0,9.66,-1.07,-1.41,-2.91,0.3,-8.83,1.32,0.06,0.12,-0.03,-0.14,0.03,9.61,-1.14,-1.53,-2.88,0.44,-8.86
1790,-0.74365234375,-0.1600341796875,-0.61407470703125,0.2181396484375,0.93572998046875,0.27642822265625,-0.2022705078125,0.092041015625,0.0022222222222222222,-0.044444444444444446,0.0011111111111111111,-0.008888888888888889,-0.014444444444444444,-0.0044444444444444444,9.62,-1.12,-1.45,-4.2,0.29,-8.82,1.32,0.01,0.08,-0.04,-0.13,0.0,9.61,-1.14,-1.55,-4.16,0.44,-8.86
1823,-0.7440185546875,-0.16015625,-0.6136474609375,0.21807861328125,0.93572998046875,0.27642822265625,-0.20233154296875,0.084228515625,0.15222222222222223,-0.044444444444444446,-0.005555555555555556,-0.011111111111111112,-0.013333333333333334,-0.0011111111111111111,9.62,-1.12,-1.46,-4.21,0.3,-8.79,1.29,0.02,0.08,-0.03,-0.13,0.01,9.61,-1.14,-1.56,-2.89,0.45,-8.86
1856,-0.74432373046875,-0.16033935546875,-0.61322021484375,0.21807861328125,0.9356689453125,0.27642822265625,-0.20257568359375,0.09222412109375,0.014444444444444444,-0.03666666666666667,-0.008888888888888889,-0.0077777777777777776,-0.014444444444444444,-0.0022222222222222222,9.65,-1.02,-1.46,-2.9,0.32,-8.86,1.31,0.11,0.1,-0.01,-0.12,0.0,9.61,-1.13,-1.57,-2.89,0.45,-8.86
1890,-0.74462890625,-0.16058349609375,-0.61279296875,0.21795654296875,0.935546875,0.27642822265625,-0.202880859375,0.09234619140625,0.14333333333333334,-0.035555555555555556,0.0077777777777777776,-0.005555555555555556,-0.028888888888888888,-0.0022222222222222222,9.64,-1.09,-1.48,-4.22,0.31,-8.83,1.31,0.0,0.07,-0.04,-0.12,0.0,9.61,-1.13,-1.57,-4.18,0.45,-8.85
1922,-0.74493408203125,-0.16058349609375,-0.61248779296875,0.21795654296875,0.93548583984375,0.2763671875,-0.2032470703125,0.0845947265625,0.16,-0.03111111111111111,0.012222222222222223,-0.011111111111111112,-0.023333333333333334,-0.0022222222222222222,9.59,-1.1,-1.49,-4.23,0.34,-8.81,1.28,0.07,0.1,-0.01,-0.12,0.03,9.6,-1.14,-1.58,-2.91,0.45,-8.85
1956,-0.7451171875,-0.1607666015625,-0.61212158203125,0.21820068359375,0.9354248046875,0.2763671875,-0.2034912109375,0.084716796875,0.1622222222222222,-0.022222222222222223,0.016666666666666666,-0.0044444444444444444,-0.023333333333333334,-0.006666666666666667,9.64,-1.09,-1.52,-2.94,0.33,-8.82,1.31,0.05,0.06,-0.03,-0.11,0.02,9.6,-1.15,-1.59,-2.91,0.45,-8.85
1988,-0.745361328125,-0.1607666015625,-0.6116943359375,0.21856689453125,0.935302734375,0.27630615234375,-0.2039794921875,0.09271240234375,0.16,-0.03111111111111111,0.022222222222222223,-0.005555555555555556,-0.024444444444444446,-0.005555555555555556,9.6,-1.12,-1.46,-2.97,0.3,-8.81,0.0,0.03,0.13,-0.03,-0.13,0.0,9.6,-1.15,-1.6,-4.2,0.45,-8.84
2020,-0.74554443359375,-0.16082763671875,-0.611328125,0.211181640625,0.93524169921875,0.27630615234375,-0.204345703125,0.0849609375,0.1811111111111111,-0.034444444444444444,0.014444444444444444,-0.011111111111111112,-0.03,-0.0077777777777777776,9.59,-1.15,-1.5,-2.99,0.32,-8.8,1.28,0.06,0.14,-0.02,-0.11,0.04,9.6,-1.16,-1.6,-2.93,0.45,-8.84
2054,-0.7457275390625,-0.16119384765625,-0.61083984375,0.21160888671875,0.9351806640625,0.27630615234375,-0.20465087890625,0.08526611328125,0.035555555555555556,-0.03111111111111111,0.008888888888888889,-0.015555555555555555,-0.022222222222222223,-0.0077777777777777776,9.56,-1.17,-1.52,-3.02,0.34,-8.78,-0.03,-0.01,0.09,-0.08,-0.11,0.05,9.6,-1.16,-1.61,-2.94,0.45,-8.83
2088,-0.7459716796875,-0.1617431640625,-0.61029052734375,0.2119140625,0.93505859375,0.27630615234375,-0.2049560546875,0.09344482421875,0.1811111111111111,-0.03888888888888889,-0.0033333333333333335,-0.02,-0.022222222222222223,-0.0044444444444444444,9.62,-1.16,-1.57,-3.02,0.34,-8.8,1.34,0.05,0.1,1.28,-0.11,0.06,9.6,-1.16,-1.62,-4.22,0.46,-8.83
2122,-0.74603271484375,-0.16229248046875,-0.60992431640625,0.21221923828125,0.93499755859375,0.2763671875,-0.20489501953125,0.09368896484375,0.16333333333333333,-0.022222222222222223,-0.021111111111111112,-0.012222222222222223,-0.0033333333333333335,0.0011111111111111111,9.61,-1.05,-1.47,-4.24,0.34,-8.78,1.31,0.05,0.09,-0.03,-0.07,0.06,9.6,-1.15,-1.63,-2.94,0.46,-8.83
2155,-0.74615478515625,-0.1627197265625,-0.6097412109375,0.21221923828125,0.93499755859375,0.2763671875,-0.20489501953125,0.0859375,0.16666666666666666,-0.023333333333333334,-0.015555555555555555,-0.012222222222222223,-0.0022222222222222222,-0.0033333333333333335,9.64,-1.13,-1.52,-2.96,0.36,-8.82,1.32,0.01,0.11,-0.02,-0.09,0.01,9.59,-1.15,-1.63,-2.94,0.46,-8.83
2190,-0.7462158203125,-0.16339111328125,-0.609375,0.21240234375,0.93499755859375,0.27642822265625,-0.204833984375,0.086181640625,0.03777777777777778,-0.022222222222222223,-0.016666666666666666,-0.015555555555555555,-0.0044444444444444444,-0.0022222222222222222,9.57,-1.1,-1.58,-4.3,0.36,-8.79,-0.01,0.09,0.08,-0.07,-0.1,0.0,9.59,-1.15,-1.64,-4.22,0.47,-8.83
2225,-0.74627685546875,-0.16387939453125,-0.609130859375,0.212646484375,0.93499755859375,0.2764892578125,-0.20477294921875,0.0863037109375,0.17555555555555555,-0.014444444444444444,-0.0077777777777777776,-0.01,-0.0022222222222222222,-0.0011111111111111111,9.61,-1.04,-1.54,-2.96,0.34,-8.78,1.29,0.11,0.1,-0.02,-0.12,0.04,9.59,-1.15,-1.64,-2.94,0.47,-8.83
