time (ms),qx,qy,qz,qw,qx2,qy2,qz2,qw2,gx1,gy1,gz1,gx2,gy2,gz2,ax1,ay1,az1,ax2,ay2,az2,lx1,ly1,lz1,lx2,ly2,lz2,grx1,gry1,grz1,grx2,gry2,grz2
527,-0.3878173828125,-0.63848876953125,-0.32061767578125,0.59014892578125,0.61309814453125,0.74462890625,-0.1768798828125,0.19573974609375,0.1511111111111111,0.10111111111111111,0.15666666666666668,0.16444444444444445,0.02666666666666667,-0.005555555555555556,9.54,-0.33,-1.25,-3.59,-0.33,-8.24,-0.18,0.09,-0.12,1.38,-0.09,0.2,9.73,-0.44,-1.12,-3.69,-0.24,-8.44
559,-0.38934326171875,-0.636474609375,-0.3203125,0.591552734375,0.61322021484375,0.7447509765625,-0.17718505859375,0.20257568359375,-0.07444444444444444,0.10333333333333333,0.17444444444444446,0.051111111111111114,0.03,-0.013333333333333334,9.6,-0.7,-1.14,-3.59,-0.33,-8.28,-0.17,-0.16,-0.04,1.38,-0.08,0.16,9.73,-0.48,-1.09,-3.69,-0.25,-8.44
594,-0.3905029296875,-0.63446044921875,-0.3197021484375,0.59326171875,0.61322021484375,0.74481201171875,-0.1773681640625,0.19427490234375,0.18,0.10555555555555556,0.1711111111111111,0.15666666666666668,0.02,-0.017777777777777778,9.5,-0.45,-1.11,-4.83,-0.33,-8.26,-0.15,0.12,-0.08,0.12,-0.06,0.17,9.73,-0.55,-1.05,-3.68,-0.26,-8.45
625,-0.39141845703125,-0.6328125,-0.318603515625,0.5872802734375,0.61309814453125,0.7449951171875,-0.177490234375,0.19378662109375,0.14333333333333334,0.09444444444444444,0.18333333333333332,0.18333333333333332,0.022222222222222223,-0.024444444444444446,9.49,-0.61,-1.15,-3.6,-0.33,-8.25,-0.24,-0.02,-0.11,1.35,-0.06,0.19,9.73,-0.6,-1.02,-3.67,-0.27,-8.45
658,-0.39324951171875,-0.63031005859375,-0.31719970703125,0.58941650390625,0.613037109375,0.7452392578125,-0.177734375,0.193115234375,-0.011111111111111112,0.09555555555555556,0.19555555555555557,0.03777777777777778,0.03222222222222222,-0.021111111111111112,9.67,-0.52,-1.02,-3.5,-0.3,-8.28,-0.05,0.12,-0.01,0.16,-0.01,0.17,9.73,-0.66,-1.0,-3.67,-0.29,-8.45
690,-0.39483642578125,-0.62823486328125,-0.316162109375,0.59112548828125,0.6129150390625,0.74542236328125,-0.17828369140625,0.19976806640625,-0.023333333333333334,0.09444444444444444,0.21555555555555556,0.21222222222222223,0.024444444444444446,-0.035555555555555556,9.43,-0.89,-1.05,-4.85,-0.41,-8.23,-0.21,-0.13,-0.02,1.4,-0.06,0.13,9.73,-0.72,-0.97,-4.94,-0.31,-8.46
722,-0.3955078125,-0.626953125,-0.31402587890625,0.59320068359375,0.61279296875,0.7457275390625,-0.1785888671875,0.1988525390625,0.14222222222222222,0.06666666666666667,0.19777777777777777,0.18333333333333332,0.044444444444444446,-0.034444444444444444,9.75,-0.71,-1.01,-3.48,-0.36,-8.29,1.4,0.11,-0.05,1.5,-0.04,0.11,9.72,-0.79,-0.95,-3.65,-0.32,-8.46
755,-0.39703369140625,-0.6253662109375,-0.3128662109375,0.594482421875,0.6126708984375,0.74591064453125,-0.17913818359375,0.19012451171875,-0.06666666666666667,0.052222222222222225,0.17555555555555555,0.23666666666666666,0.0022222222222222222,-0.03,9.43,-1.01,-1.01,-3.56,-0.49,-8.24,-0.28,-0.18,-0.07,0.08,-0.13,0.22,9.72,-0.83,-0.93,-3.64,-0.35,-8.47
788,-0.39910888671875,-0.62310791015625,-0.3126220703125,0.6033935546875,0.6129150390625,0.74591064453125,-0.17999267578125,0.196533203125,-0.15888888888888889,0.08666666666666667,0.1111111111111111,0.20666666666666667,0.05333333333333334,0.0077777777777777776,9.6,-0.87,-0.79,-3.44,-0.42,-8.33,-0.12,-0.02,0.13,0.19,-0.05,0.13,9.72,-0.85,-0.92,-4.91,-0.37,-8.47
820,-0.4010009765625,-0.62127685546875,-0.31378173828125,0.60345458984375,0.61328125,0.7457275390625,-0.1802978515625,0.19573974609375,-0.0044444444444444444,0.05,0.06666666666666667,0.05333333333333334,0.012222222222222223,0.014444444444444444,9.44,-1.16,-0.83,-3.43,-0.41,-8.3,-0.34,-0.15,0.0,0.14,-0.03,0.19,9.72,-0.87,-0.91,-4.91,-0.37,-8.47
854,-0.40203857421875,-0.62054443359375,-0.31390380859375,0.59564208984375,0.61346435546875,0.74554443359375,-0.180419921875,0.1878662109375,-0.021111111111111112,-0.0033333333333333335,0.021111111111111112,0.14333333333333334,-0.006666666666666667,0.008888888888888889,9.64,-0.79,-1.02,-4.83,-0.4,-8.33,-0.08,0.05,-0.12,0.1,-0.04,0.15,9.72,-0.88,-0.91,-3.63,-0.37,-8.47
889,-0.402587890625,-0.6202392578125,-0.31402587890625,0.595458984375,0.61346435546875,0.7454833984375,-0.18048095703125,0.18780517578125,-0.06111111111111111,0.005555555555555556,0.013333333333333334,0.01888888888888889,0.005555555555555556,0.0033333333333333335,9.49,-0.94,-0.94,-3.53,-0.46,-8.3,-0.14,0.0,0.02,1.41,-0.05,0.13,9.72,-0.88,-0.92,-4.91,-0.38,-8.47
921,-0.402587890625,-0.620361328125,-0.3135986328125,0.6033935546875,0.61358642578125,0.74542236328125,-0.18060302734375,0.195556640625,-0.04888888888888889,-0.0044444444444444444,0.03,0.14444444444444443,0.0077777777777777776,0.0077777777777777776,9.59,-0.89,-0.88,-3.48,-0.43,-8.33,-0.12,0.04,-0.01,1.41,-0.03,0.16,9.72,-0.89,-0.92,-4.91,-0.38,-8.47
960,-0.4034423828125,-0.62005615234375,-0.31298828125,0.603515625,0.613525390625,0.745361328125,-0.1807861328125,0.1956787109375,0.14222222222222222,-0.021111111111111112,0.07111111111111111,0.017777777777777778,-0.02666666666666667,-0.0022222222222222222,9.58,-0.89,-1.03,-3.52,-0.44,-8.33,-0.16,0.09,0.0,0.12,-0.05,0.13,9.71,-0.92,-0.92,-3.64,-0.38,-8.47
994,-0.40325927734375,-0.6202392578125,-0.31134033203125,0.596435546875,0.61346435546875,0.7452392578125,-0.181396484375,0.19573974609375,-0.023333333333333334,-0.023333333333333334,0.08444444444444445,0.18666666666666668,-0.04111111111111111,-0.0077777777777777776,9.52,-0.96,-0.86,-4.78,-0.43,-8.28,-0.19,-0.1,0.07,0.2,-0.02,0.1,9.71,-0.95,-0.93,-3.66,-0.4,-8.46
1026,-0.404541015625,-0.61981201171875,-0.3109130859375,0.6041259765625,0.6134033203125,0.74505615234375,-0.18243408203125,0.1881103515625,0.044444444444444446,-0.03222222222222222,0.05333333333333334,0.18444444444444444,-0.09555555555555556,-0.011111111111111112,9.55,-1.08,-0.98,-3.6,-0.45,-8.24,-0.16,-0.12,-0.03,1.35,-0.04,0.2,9.71,-0.96,-0.94,-3.68,-0.41,-8.44
1057,-0.404052734375,-0.62060546875,-0.3089599609375,0.6046142578125,0.613037109375,0.74468994140625,-0.18402099609375,0.19696044921875,0.25222222222222224,-0.04666666666666667,0.022222222222222223,0.021111111111111112,-0.08666666666666667,-0.011111111111111112,9.51,-1.02,-1.04,-3.64,-0.48,-8.26,-0.19,-0.05,-0.09,0.05,-0.06,0.16,9.71,-0.97,-0.95,-3.7,-0.41,-8.43
1091,-0.4041748046875,-0.62109375,-0.30828857421875,0.6043701171875,0.61285400390625,0.74456787109375,-0.1845703125,0.1973876953125,0.17444444444444446,-0.04888888888888889,0.005555555555555556,-0.0033333333333333335,-0.03222222222222222,-0.006666666666666667,9.53,-1.01,-0.94,-4.84,-0.47,-8.29,-0.16,-0.05,0.02,1.41,-0.07,0.14,9.7,-0.97,-0.97,-4.99,-0.41,-8.43
1123,-0.40509033203125,-0.62109375,-0.30865478515625,0.603515625,0.61273193359375,0.74462890625,-0.18438720703125,0.1900634765625,0.18444444444444444,-0.06666666666666667,-0.03,-0.03666666666666667,-0.016666666666666666,0.0011111111111111111,9.53,-1.13,-1.02,-3.59,-0.47,-8.26,-0.18,-0.03,-0.04,1.4,-0.08,0.15,9.7,-0.96,-0.99,-3.71,-0.39,-8.42
1156,-0.404541015625,-0.6221923828125,-0.3079833984375,0.59527587890625,0.612548828125,0.74468994140625,-0.18402099609375,0.19061279296875,0.21,-0.08,-0.052222222222222225,-0.056666666666666664,-0.006666666666666667,0.0077777777777777776,9.56,-0.9,-1.01,-3.58,-0.44,-8.25,-0.14,0.04,0.0,0.13,-0.06,0.17,9.7,-0.95,-1.01,-3.71,-0.38,-8.43
1188,-0.40380859375,-0.62396240234375,-0.307373046875,0.59423828125,0.6124267578125,0.744873046875,-0.18310546875,0.19903564453125,0.023333333333333334,-0.08888888888888889,-0.06444444444444444,-0.06111111111111111,0.015555555555555555,0.012222222222222223,9.53,-1.05,-1.09,-3.59,-0.45,-8.25,-0.17,-0.11,-0.05,0.11,-0.08,0.17,9.7,-0.93,-1.04,-4.99,-0.36,-8.43
1219,-0.40313720703125,-0.6253662109375,-0.30706787109375,0.59344482421875,0.61236572265625,0.74505615234375,-0.18212890625,0.19952392578125,0.1988888888888889,-0.08555555555555555,-0.08222222222222222,-0.07666666666666666,0.021111111111111112,0.01,9.53,-0.96,-1.11,-3.62,-0.47,-8.24,-0.18,-0.13,-0.08,1.35,-0.1,0.18,9.7,-0.9,-1.06,-3.7,-0.34,-8.43
1251,-0.40240478515625,-0.626708984375,-0.30706787109375,0.59246826171875,0.6123046875,0.745361328125,-0.18072509765625,0.19976806640625,0.17222222222222222,-0.07444444444444444,-0.10222222222222223,-0.11444444444444445,0.07111111111111111,0.017777777777777778,9.53,-0.99,-1.2,-4.9,-0.44,-8.29,-0.12,-0.03,-0.08,1.42,-0.1,0.19,9.7,-0.88,-1.08,-4.96,-0.31,-8.45
1285,-0.401611328125,-0.62799072265625,-0.307373046875,0.591552734375,0.6124267578125,0.7457275390625,-0.17864990234375,0.20001220703125,0.20555555555555555,-0.05333333333333334,-0.11333333333333333,-0.11333333333333333,0.09111111111111111,0.021111111111111112,9.61,-0.64,-1.23,-3.5,-0.36,-8.29,-0.08,0.28,-0.04,0.17,-0.08,0.16,9.7,-0.84,-1.1,-3.65,-0.28,-8.46
1316,-0.400634765625,-0.629150390625,-0.3076171875,0.5908203125,0.61248779296875,0.74603271484375,-0.177001953125,0.192138671875,-0.028888888888888888,-0.03666666666666667,-0.07555555555555556,-0.03888888888888889,0.06,0.005555555555555556,9.57,-0.7,-1.14,-3.46,-0.36,-8.34,-0.13,0.12,-0.03,1.46,-0.09,0.12,9.7,-0.82,-1.11,-3.64,-0.27,-8.47
1349,-0.400634765625,-0.62969970703125,-0.30859375,0.5897216796875,0.612548828125,0.74627685546875,-0.17620849609375,0.1995849609375,-0.04,-0.03111111111111111,-0.044444444444444446,-0.008888888888888889,0.025555555555555557,-0.005555555555555556,9.57,-0.81,-1.12,-4.78,-0.36,-8.31,-0.09,0.12,-0.02,1.47,-0.11,0.16,9.7,-0.81,-1.12,-3.64,-0.27,-8.47
1382,-0.40069580078125,-0.630126953125,-0.30859375,0.5892333984375,0.612548828125,0.746337890625,-0.17608642578125,0.1995849609375,0.0044444444444444444,-0.035555555555555556,-0.0044444444444444444,0.15555555555555556,-0.006666666666666667,-0.012222222222222223,9.61,-0.65,-1.15,-4.78,-0.39,-8.28,-0.13,0.06,-0.02,1.39,-0.1,0.2,9.7,-0.81,-1.13,-3.64,-0.28,-8.47
1413,-0.40130615234375,-0.6302490234375,-0.30859375,0.58868408203125,0.61248779296875,0.746337890625,-0.1763916015625,0.19158935546875,-0.05444444444444444,-0.042222222222222223,0.035555555555555556,0.16666666666666666,-0.011111111111111112,-0.0077777777777777776,9.56,-0.9,-1.22,-3.52,-0.41,-8.31,-0.14,-0.04,-0.03,1.39,-0.12,0.16,9.7,-0.82,-1.15,-3.64,-0.28,-8.47
1448,-0.40228271484375,-0.630126953125,-0.30853271484375,0.588134765625,0.61248779296875,0.746337890625,-0.17657470703125,0.1915283203125,-0.03666666666666667,-0.03222222222222222,0.03777777777777778,0.011111111111111112,-0.0044444444444444444,-0.0011111111111111111,9.58,-0.82,-1.18,-3.53,-0.38,-8.29,-0.12,0.01,-0.02,0.1,-0.09,0.18,9.7,-0.83,-1.16,-4.92,-0.28,-8.47
1482,-0.4031982421875,-0.630126953125,-0.30810546875,0.58770751953125,0.612548828125,0.74627685546875,-0.1767578125,0.19915771484375,-0.027777777777777776,-0.035555555555555556,0.028888888888888888,0.011111111111111112,-0.0011111111111111111,-0.0044444444444444444,9.5,-0.99,-1.24,-4.83,-0.43,-8.29,-0.16,-0.14,-0.05,1.38,-0.09,0.18,9.69,-0.84,-1.17,-4.92,-0.28,-8.47
1513,-0.40362548828125,-0.63031005859375,-0.30792236328125,0.58734130859375,0.612548828125,0.74627685546875,-0.1767578125,0.19921875,0.14666666666666667,-0.04,-0.005555555555555556,-0.011111111111111112,0.008888888888888889,-0.0011111111111111111,9.55,-0.82,-1.23,-3.52,-0.39,-8.28,-0.1,0.0,-0.04,1.39,-0.13,0.16,9.69,-0.84,-1.18,-3.64,-0.28,-8.47
1548,-0.40374755859375,-0.6307373046875,-0.3077392578125,0.5869140625,0.612548828125,0.746337890625,-0.17657470703125,0.19134521484375,-0.024444444444444446,-0.03222222222222222,-0.028888888888888888,0.0011111111111111111,0.015555555555555555,0.005555555555555556,9.56,-0.9,-1.21,-3.54,-0.41,-8.3,-0.13,-0.07,-0.01,0.09,-0.13,0.17,9.69,-0.83,-1.2,-4.91,-0.28,-8.47
1581,-0.40386962890625,-0.6312255859375,-0.30828857421875,0.58599853515625,0.61273193359375,0.74627685546875,-0.17626953125,0.198974609375,-0.03777777777777778,-0.04,-0.044444444444444446,-0.012222222222222223,0.016666666666666666,0.011111111111111112,9.53,-0.82,-1.23,-4.75,-0.39,-8.3,-0.13,-0.01,0.02,1.41,-0.09,0.15,9.69,-0.81,-1.21,-3.63,-0.28,-8.48
1613,-0.40380859375,-0.631591796875,-0.3087158203125,0.59320068359375,0.61279296875,0.746337890625,-0.176025390625,0.19110107421875,-0.02,-0.03888888888888889,-0.05333333333333334,-0.016666666666666666,0.013333333333333334,0.006666666666666667,9.53,-0.81,-1.22,-4.78,-0.4,-8.31,-0.12,-0.05,-0.05,1.37,-0.13,0.18,9.69,-0.8,-1.22,-3.62,-0.27,-8.48
1646,-0.403564453125,-0.63226318359375,-0.30902099609375,0.584716796875,0.61273193359375,0.74639892578125,-0.1756591796875,0.19891357421875,-0.006666666666666667,-0.035555555555555556,-0.06777777777777778,-0.022222222222222223,0.023333333333333334,0.01,9.53,-0.87,-1.27,-4.79,-0.38,-8.32,-0.16,-0.09,-0.04,0.11,-0.11,0.15,9.69,-0.77,-1.23,-3.62,-0.26,-8.48
1677,-0.403076171875,-0.63299560546875,-0.30938720703125,0.59185791015625,0.61285400390625,0.7464599609375,-0.1749267578125,0.1990966796875,0.15666666666666668,-0.04,-0.08666666666666667,-0.043333333333333335,0.024444444444444446,0.013333333333333334,9.52,-0.72,-1.31,-3.49,-0.4,-8.31,-0.17,0.03,-0.06,1.4,-0.14,0.17,9.69,-0.75,-1.25,-3.61,-0.25,-8.49
1708,-0.402099609375,-0.63421630859375,-0.3099365234375,0.59088134765625,0.61297607421875,0.74652099609375,-0.17413330078125,0.19915771484375,0.15333333333333332,-0.04111111111111111,-0.09444444444444444,-0.04,0.03111111111111111,0.015555555555555555,9.61,-0.68,-1.28,-3.46,-0.38,-8.32,-0.08,0.04,-0.02,1.38,-0.15,0.14,9.69,-0.72,-1.26,-3.61,-0.24,-8.49
1740,-0.4013671875,-0.6351318359375,-0.3104248046875,0.5902099609375,0.61309814453125,0.74652099609375,-0.173583984375,0.1993408203125,0.006666666666666667,-0.03666666666666667,-0.09111111111111111,-0.03222222222222222,0.01,0.013333333333333334,9.54,-0.72,-1.31,-4.77,-0.4,-8.3,-0.14,-0.01,-0.01,1.44,-0.1,0.16,9.69,-0.7,-1.27,-4.89,-0.23,-8.49
1773,-0.400634765625,-0.63604736328125,-0.310791015625,0.5894775390625,0.6131591796875,0.74652099609375,-0.1732177734375,0.19964599609375,0.1622222222222222,-0.04111111111111111,-0.08555555555555555,-0.025555555555555557,0.0022222222222222222,0.0077777777777777776,9.57,-0.61,-1.34,-3.46,-0.33,-8.32,-0.12,0.08,-0.05,0.11,-0.13,0.16,9.69,-0.67,-1.28,-3.61,-0.22,-8.49
1806,-0.4000244140625,-0.6368408203125,-0.31121826171875,0.58099365234375,0.61309814453125,0.74652099609375,-0.17303466796875,0.1920166015625,-0.014444444444444444,-0.028888888888888888,-0.07777777777777778,-0.011111111111111112,0.008888888888888889,0.005555555555555556,9.59,-0.73,-1.31,-3.48,-0.37,-8.32,-0.1,-0.08,-0.02,0.12,-0.14,0.16,9.69,-0.64,-1.29,-3.61,-0.22,-8.49
1840,-0.39947509765625,-0.637451171875,-0.311767578125,0.58038330078125,0.613037109375,0.74658203125,-0.17279052734375,0.20001220703125,-0.0022222222222222222,-0.012222222222222223,-0.0811111111111111,-0.017777777777777778,0.006666666666666667,0.011111111111111112,9.56,-0.51,-1.31,-4.75,-0.32,-8.3,-0.17,0.09,0.0,1.41,-0.12,0.12,9.7,-0.62,-1.29,-4.89,-0.21,-8.49
1874,-0.39874267578125,-0.6380615234375,-0.3126220703125,0.58758544921875,0.613037109375,0.74658203125,-0.17279052734375,0.19219970703125,-0.023333333333333334,-0.0077777777777777776,-0.05333333333333334,-0.0011111111111111111,-0.0077777777777777776,0.006666666666666667,9.58,-0.56,-1.29,-4.75,-0.32,-8.31,-0.12,0.07,0.0,0.14,-0.11,0.19,9.7,-0.6,-1.29,-3.61,-0.21,-8.49
1908,-0.39849853515625,-0.6383056640625,-0.31317138671875,0.57940673828125,0.613037109375,0.74652099609375,-0.1728515625,0.2000732421875,-0.021111111111111112,-0.017777777777777778,-0.02666666666666667,0.008888888888888889,-0.014444444444444444,0.0011111111111111111,9.52,-0.58,-1.28,-3.43,-0.34,-8.28,-0.17,0.01,0.01,0.18,-0.12,0.21,9.7,-0.6,-1.3,-3.61,-0.21,-8.49
1940,-0.39849853515625,-0.6385498046875,-0.31329345703125,0.58685302734375,0.613037109375,0.74652099609375,-0.17303466796875,0.20025634765625,-0.0044444444444444444,-0.015555555555555555,-0.01,0.008888888888888889,-0.02,-0.0033333333333333335,9.58,-0.58,-1.32,-3.5,-0.32,-8.3,-0.12,-0.02,0.0,1.38,-0.12,0.17,9.7,-0.6,-1.3,-4.9,-0.22,-8.49
1974,-0.398681640625,-0.63873291015625,-0.313232421875,0.58660888671875,0.61297607421875,0.74639892578125,-0.1732177734375,0.19256591796875,-0.0011111111111111111,-0.025555555555555557,-0.0022222222222222222,0.14222222222222222,-0.015555555555555555,-0.0033333333333333335,9.52,-0.67,-1.31,-4.78,-0.36,-8.32,-0.15,-0.02,-0.05,1.39,-0.14,0.17,9.69,-0.6,-1.31,-3.62,-0.22,-8.48
2007,-0.398681640625,-0.638916015625,-0.31298828125,0.57867431640625,0.61297607421875,0.74639892578125,-0.17333984375,0.20050048828125,0.15888888888888889,-0.014444444444444444,-0.012222222222222223,-0.006666666666666667,-0.0033333333333333335,0.0,9.53,-0.67,-1.37,-3.5,-0.36,-8.33,-0.16,-0.08,-0.05,0.12,-0.14,0.15,9.69,-0.59,-1.32,-3.62,-0.21,-8.48
2041,-0.39849853515625,-0.63922119140625,-0.31292724609375,0.5784912109375,0.6129150390625,0.7464599609375,-0.17315673828125,0.20062255859375,0.025555555555555557,-0.008888888888888889,-0.028888888888888888,-0.01888888888888889,0.0077777777777777776,0.0011111111111111111,9.54,-0.54,-1.34,-4.75,-0.32,-8.32,-0.14,0.04,-0.01,1.41,-0.08,0.16,9.69,-0.59,-1.32,-4.9,-0.21,-8.49
2074,-0.39776611328125,-0.6396484375,-0.31292724609375,0.58636474609375,0.6129150390625,0.74652099609375,-0.17291259765625,0.19287109375,0.15888888888888889,-0.011111111111111112,-0.03222222222222222,-0.006666666666666667,0.0077777777777777776,-0.0033333333333333335,9.58,-0.56,-1.27,-4.76,-0.37,-8.31,-0.13,-0.02,-0.01,0.12,-0.16,0.16,9.69,-0.58,-1.32,-3.62,-0.21,-8.49
2107,-0.3974609375,-0.639892578125,-0.3131103515625,0.57843017578125,0.61285400390625,0.74652099609375,-0.17291259765625,0.20068359375,0.16555555555555557,-0.01,-0.025555555555555557,-0.011111111111111112,-0.0022222222222222222,-0.0033333333333333335,9.55,-0.54,-1.32,-3.5,-0.34,-8.32,-0.14,0.03,0.0,0.12,-0.13,0.16,9.69,-0.57,-1.32,-3.62,-0.21,-8.48
2141,-0.39697265625,-0.6402587890625,-0.3128662109375,0.57843017578125,0.61285400390625,0.7464599609375,-0.1729736328125,0.20086669921875,0.18777777777777777,-0.008888888888888889,-0.01888888888888889,-0.01,-0.012222222222222223,-0.0077777777777777776,9.58,-0.53,-1.35,-4.79,-0.33,-8.34,-0.11,0.03,-0.02,1.37,-0.12,0.17,9.7,-0.56,-1.32,-4.9,-0.21,-8.48
