time (ms),qx,qy,qz,qw,qx2,qy2,qz2,qw2,gx1,gy1,gz1,gx2,gy2,gz2,ax1,ay1,az1,ax2,ay2,az2,lx1,ly1,lz1,lx2,ly2,lz2,grx1,gry1,grz1,grx2,gry2,grz2
38,-0.046630859375,-0.77520751953125,0.00921630859375,0.62994384765625,-0.0015869140625,0.9693603515625,0.00244140625,0.24560546875,-0.008888888888888889,-0.0011111111111111111,-0.016666666666666666,-0.005555555555555556,0.011111111111111112,0.0044444444444444444,9.6,-0.61,-1.9,-4.54,-0.02,-8.74,0.05,0.07,0.12,0.18,-0.11,-0.01,9.56,-0.71,-2.02,-3.38,0.03,-8.62
72,-0.04644775390625,-0.77520751953125,0.00909423828125,0.62994384765625,-0.0015869140625,0.9693603515625,0.00244140625,0.24554443359375,-0.012222222222222223,-0.0022222222222222222,-0.015555555555555555,-0.0033333333333333335,0.008888888888888889,-0.0011111111111111111,9.61,-0.68,-1.88,-3.23,-0.05,-8.73,0.04,0.01,0.13,1.46,-0.1,-0.09,9.56,-0.7,-2.02,-4.66,0.03,-8.62
107,-0.04638671875,-0.77520751953125,0.0089111328125,0.63775634765625,-0.0015869140625,0.96942138671875,0.00244140625,0.2454833984375,0.14666666666666667,-0.0011111111111111111,-0.006666666666666667,-0.0044444444444444444,0.01,-0.0033333333333333335,9.6,-0.63,-1.88,-4.5,-0.08,-8.71,0.03,0.04,0.12,0.18,-0.1,-0.07,9.56,-0.7,-2.02,-3.38,0.03,-8.62
143,-0.04638671875,-0.77520751953125,0.0089111328125,0.62994384765625,-0.0015869140625,0.96942138671875,0.00238037109375,0.245361328125,0.14333333333333334,-0.0077777777777777776,-0.0044444444444444444,-0.0011111111111111111,0.0022222222222222222,-0.0044444444444444444,9.61,-0.63,-1.9,-3.2,-0.08,-8.67,0.04,0.07,0.12,0.17,-0.11,-0.04,9.56,-0.7,-2.02,-4.66,0.03,-8.62
176,-0.04638671875,-0.77520751953125,0.0089111328125,0.63775634765625,-0.00164794921875,0.969482421875,0.002197265625,0.24505615234375,0.14555555555555555,-0.006666666666666667,0.0044444444444444444,-0.0044444444444444444,0.0011111111111111111,-0.0022222222222222222,9.6,-0.66,-1.89,-3.2,-0.05,-8.67,1.33,0.07,0.1,1.43,-0.08,-0.04,9.56,-0.7,-2.02,-3.37,0.03,-8.63
212,-0.04638671875,-0.77520751953125,0.0089111328125,0.62994384765625,-0.00164794921875,0.96954345703125,0.00213623046875,0.244873046875,-0.0011111111111111111,-0.0011111111111111111,0.005555555555555556,-0.0022222222222222222,0.0033333333333333335,-0.0022222222222222222,9.59,-0.67,-1.9,-3.2,-0.05,-8.72,0.02,0.03,0.11,0.16,-0.08,-0.09,9.56,-0.7,-2.02,-3.37,0.03,-8.63
245,-0.04656982421875,-0.77520751953125,0.0086669921875,0.63775634765625,-0.001708984375,0.9696044921875,0.00201416015625,0.24462890625,-0.022222222222222223,-0.0033333333333333335,-0.0022222222222222222,0.14444444444444443,0.012222222222222223,0.0,9.59,-0.65,-1.87,-3.21,-0.07,-8.7,1.29,0.01,0.13,1.47,-0.09,-0.09,9.56,-0.7,-2.02,-4.64,0.02,-8.63
282,-0.0467529296875,-0.77520751953125,0.0084228515625,0.62994384765625,-0.001708984375,0.96966552734375,0.00189208984375,0.24432373046875,-0.022222222222222223,-0.0077777777777777776,-0.01,-0.0033333333333333335,0.017777777777777778,0.0044444444444444444,9.6,-0.68,-1.86,-3.21,-0.09,-8.74,1.31,0.01,0.15,0.14,-0.11,-0.1,9.56,-0.7,-2.02,-4.64,0.02,-8.63
316,-0.04681396484375,-0.77520751953125,0.0079345703125,0.6376953125,-0.00177001953125,0.96978759765625,0.00177001953125,0.24383544921875,-0.015555555555555555,-0.008888888888888889,-0.02,-0.013333333333333334,0.0044444444444444444,0.0044444444444444444,9.6,-0.59,-1.9,-4.46,-0.05,-8.75,1.31,0.11,0.13,1.44,-0.08,-0.09,9.57,-0.69,-2.02,-4.63,0.02,-8.64
349,-0.046630859375,-0.77532958984375,0.0078125,0.6375732421875,-0.0018310546875,0.9698486328125,0.001708984375,0.24365234375,-0.0077777777777777776,-0.0077777777777777776,-0.012222222222222223,-0.0033333333333333335,0.0044444444444444444,0.0,9.59,-0.68,-1.88,-3.22,-0.07,-8.74,1.3,0.0,0.14,0.12,-0.09,-0.09,9.56,-0.69,-2.02,-3.35,0.02,-8.64
