time (ms),qx,qy,qz,qw,qx2,qy2,qz2,qw2,mx1,my1,mz1,mx2,my2,mz2,gx1,gy1,gz1,gx2,gy2,gz2,ax1,ay1,az1,ax2,ay2,az2,lx1,ly1,lz1,lx2,ly2,lz2,grx1,gry1,grz1,grx2,gry2,grz2
13279,-0.859375,-0.4361572265625,-0.0963134765625,0.2489013671875,-0.41845703125,-0.41839599609375,-0.629150390625,0.51177978515625,-2.6875,4.5,53.0,-48.375,-9.1875,4.0625,-0.023333333333333334,0.016666666666666666,-0.01,0.14888888888888888,-0.0022222222222222222,0.012222222222222223,4.75,-3.16,-8.13,9.23,1.01,2.91,-0.28,0.19,0.23,-0.02,-0.02,-0.04,5.03,-3.36,-8.41,9.29,1.02,2.93
13319,-0.85943603515625,-0.43603515625,-0.0966796875,0.24871826171875,-0.41876220703125,-0.4180908203125,-0.6292724609375,0.51165771484375,-2.6875,4.5,53.0,-48.0625,-8.0625,4.5,-0.01,0.01888888888888889,-0.006666666666666667,0.15666666666666668,0.0044444444444444444,0.012222222222222223,3.45,-3.21,-8.12,9.26,0.95,2.93,-0.26,0.18,0.28,-0.03,-0.04,0.07,5.04,-3.36,-8.4,9.3,1.01,2.93
13359,-0.85943603515625,-0.43597412109375,-0.09710693359375,0.2486572265625,-0.4200439453125,-0.41680908203125,-0.63067626953125,0.5098876953125,-3.75,6.0,52.6875,-48.0625,-9.5625,5.375,-0.017777777777777778,0.014444444444444444,-0.006666666666666667,-0.013333333333333334,0.005555555555555556,-0.0011111111111111111,3.47,-3.17,-8.15,9.24,0.96,2.91,-0.32,0.11,0.23,-0.03,-0.05,-0.01,5.05,-3.35,-8.4,9.3,1.01,2.93
13399,-0.86004638671875,-0.4346923828125,-0.097900390625,0.24847412109375,-0.42022705078125,-0.4166259765625,-0.630859375,0.50189208984375,-3.0625,4.0625,53.0,-47.6875,-8.0625,5.375,-0.03,0.035555555555555556,-0.012222222222222223,-0.005555555555555556,0.0,0.0,3.47,-3.15,-8.16,9.29,0.97,2.87,-0.33,0.19,0.29,0.0,-0.04,-0.03,5.06,-3.34,-8.4,9.3,1.01,2.93
13439,-0.86016845703125,-0.434326171875,-0.09881591796875,0.2484130859375,-0.42022705078125,-0.4166259765625,-0.630859375,0.50189208984375,-3.5,5.1875,54.25,-48.375,-8.5,3.25,-0.0022222222222222222,0.022222222222222223,-0.0033333333333333335,-0.016666666666666666,0.012222222222222223,-0.006666666666666667,4.77,-3.15,-8.14,9.27,0.97,2.93,-0.26,0.12,0.18,-0.04,-0.05,0.03,5.07,-3.34,-8.4,9.29,1.01,2.94
13479,-0.860107421875,-0.4342041015625,-0.0992431640625,0.2486572265625,-0.42071533203125,-0.4158935546875,-0.631591796875,0.5089111328125,-3.75,5.1875,53.5,-48.375,-8.5,3.25,-0.006666666666666667,0.0044444444444444444,-0.005555555555555556,-0.0077777777777777776,0.005555555555555556,0.0,4.78,-3.16,-8.11,9.24,0.98,2.94,-0.29,0.2,0.25,-0.05,-0.04,0.01,5.07,-3.34,-8.4,9.29,1.01,2.94
13519,-0.8602294921875,-0.43389892578125,-0.099365234375,0.2486572265625,-0.421875,-0.41473388671875,-0.63299560546875,0.49932861328125,-3.75,5.1875,53.5,-47.6875,-9.5625,4.875,-0.0033333333333333335,0.0011111111111111111,0.0011111111111111111,-0.0022222222222222222,0.005555555555555556,0.0033333333333333335,3.5,-3.16,-8.12,9.24,0.98,2.96,-0.25,0.17,0.22,-0.04,-0.05,0.01,3.79,-3.34,-8.4,9.29,1.01,2.94
13564,-0.86016845703125,-0.43408203125,-0.099365234375,0.2486572265625,-0.42242431640625,-0.4141845703125,-0.6336669921875,0.49847412109375,-2.6875,5.5625,53.0,-48.375,-8.75,4.0625,-0.014444444444444444,-0.005555555555555556,0.0022222222222222222,-0.013333333333333334,0.0033333333333333335,-0.005555555555555556,4.74,-3.16,-8.14,9.28,0.98,2.94,-0.32,0.18,0.26,-0.01,-0.03,0.0,3.79,-3.34,-8.4,9.29,1.01,2.94
13606,-0.86029052734375,-0.4339599609375,-0.0994873046875,0.24847412109375,-0.42279052734375,-0.41375732421875,-0.6341552734375,0.4979248046875,-3.0625,4.875,53.875,-48.75,-8.75,4.875,0.0077777777777777776,0.008888888888888889,-0.0033333333333333335,0.15777777777777777,0.005555555555555556,-0.0022222222222222222,4.77,-3.16,-8.12,9.27,0.96,2.95,-0.29,0.2,0.23,-0.02,-0.04,0.0,3.79,-3.34,-8.4,9.29,1.01,2.94
13647,-0.860595703125,-0.433349609375,-0.09967041015625,0.2484130859375,-0.42352294921875,-0.4130859375,-0.635009765625,0.49676513671875,-3.5,4.5,52.6875,-48.75,-9.1875,4.0625,-0.006666666666666667,0.0033333333333333335,-0.0033333333333333335,-0.021111111111111112,0.012222222222222223,-0.017777777777777778,3.46,-3.17,-8.14,9.27,0.97,2.94,-0.32,0.17,0.26,-0.05,-0.03,0.02,3.79,-3.34,-8.4,9.29,1.02,2.94
13689,-0.861328125,-0.431884765625,-0.10009765625,0.2481689453125,-0.42352294921875,-0.4129638671875,-0.63525390625,0.49652099609375,-3.75,4.0625,53.5,-48.75,-8.0625,4.0625,-0.008888888888888889,0.011111111111111112,-0.005555555555555556,-0.0077777777777777776,0.0022222222222222222,-0.005555555555555556,3.51,-3.12,-8.15,9.28,1.02,2.95,-0.3,0.2,0.25,-0.03,-0.04,0.0,5.07,-3.34,-8.4,9.29,1.02,2.94
13729,-0.861328125,-0.43182373046875,-0.10015869140625,0.24822998046875,-0.42352294921875,-0.4129638671875,-0.63531494140625,0.4964599609375,-3.0625,5.1875,53.875,-48.75,-8.0625,4.0625,-0.0022222222222222222,0.011111111111111112,-0.0033333333333333335,-0.011111111111111112,0.0022222222222222222,-0.0077777777777777776,3.47,-3.14,-8.13,9.25,0.99,2.95,-0.27,0.17,0.25,-0.03,-0.01,0.0,5.07,-3.34,-8.4,9.29,1.02,2.94
13769,-0.861328125,-0.43182373046875,-0.10028076171875,0.24810791015625,-0.4244384765625,-0.4119873046875,-0.63641357421875,0.4951171875,-3.0625,5.1875,53.875,-48.75,-9.5625,4.875,-0.0022222222222222222,-0.0033333333333333335,-0.0011111111111111111,0.14444444444444443,0.008888888888888889,0.0033333333333333335,3.48,-3.14,-8.13,9.25,0.98,2.98,-0.3,0.23,0.29,-0.02,-0.04,0.02,5.07,-3.34,-8.4,9.29,1.02,2.94
13809,-0.86151123046875,-0.43145751953125,-0.10028076171875,0.248046875,-0.42462158203125,-0.41180419921875,-0.63665771484375,0.4947509765625,-3.75,4.875,53.5,-49.875,-8.75,3.6875,-0.0011111111111111111,-0.0022222222222222222,-0.0022222222222222222,0.14222222222222222,0.005555555555555556,0.0077777777777777776,4.77,-3.17,-8.16,9.25,1.0,2.96,-0.27,0.19,0.28,-0.04,-0.01,0.02,5.07,-3.34,-8.4,9.29,1.02,2.94
13849,-0.86163330078125,-0.43133544921875,-0.1002197265625,0.24786376953125,-0.42535400390625,-0.41094970703125,-0.63751220703125,0.49371337890625,-3.5,4.875,51.875,-48.75,-9.1875,2.875,-0.0044444444444444444,-0.0011111111111111111,0.005555555555555556,-0.0022222222222222222,0.008888888888888889,0.012222222222222223,3.47,-3.14,-8.14,9.25,0.94,2.96,-0.31,0.2,0.27,-0.03,-0.07,0.01,5.06,-3.33,-8.4,9.29,1.01,2.94
13889,-0.86187744140625,-0.43109130859375,-0.10015869140625,0.2476806640625,-0.42596435546875,-0.41033935546875,-0.63818359375,0.49285888671875,-3.75,4.875,53.0,-48.75,-9.1875,4.0625,-0.0011111111111111111,0.0044444444444444444,0.0044444444444444444,-0.01888888888888889,0.0022222222222222222,-0.0044444444444444444,4.76,-3.14,-8.18,9.26,0.96,2.96,-0.3,0.17,0.23,-0.03,-0.04,0.02,5.06,-3.33,-8.4,9.29,1.01,2.94
13928,-0.8619384765625,-0.43109130859375,-0.10003662109375,0.24749755859375,-0.42608642578125,-0.41015625,-0.6383056640625,0.49273681640625,-3.0625,4.5,53.875,-48.75,-9.1875,4.0625,-0.005555555555555556,0.012222222222222223,-0.005555555555555556,-0.012222222222222223,-0.0011111111111111111,0.0011111111111111111,3.49,-3.14,-8.18,9.24,1.0,2.95,-0.29,0.18,0.25,-0.04,-0.02,0.01,5.06,-3.33,-8.4,9.29,1.01,2.94
13968,-0.862060546875,-0.43084716796875,-0.10015869140625,0.24737548828125,-0.42669677734375,-0.4095458984375,-0.638916015625,0.499755859375,-3.0625,4.5,53.875,-48.375,-9.1875,4.0625,0.14555555555555555,0.0,0.0,0.14777777777777779,0.012222222222222223,0.006666666666666667,3.48,-3.17,-8.16,9.26,0.97,3.0,-0.28,0.16,0.25,-0.02,-0.02,0.01,5.05,-3.33,-8.41,9.29,1.01,2.94
14007,-0.86212158203125,-0.43084716796875,-0.0999755859375,0.24725341796875,-0.42706298828125,-0.40899658203125,-0.63946533203125,0.4913330078125,-1.125,-0.0625,-0.0625,-48.75,-9.1875,4.0625,-0.005555555555555556,0.0022222222222222222,-0.0033333333333333335,0.14222222222222222,0.01,0.012222222222222223,4.76,-3.12,-8.12,9.26,0.98,2.92,-0.31,0.17,0.25,-0.02,-0.03,0.03,3.77,-3.33,-8.41,9.29,1.01,2.94
14048,-0.86236572265625,-0.430419921875,-0.0999755859375,0.2470703125,-0.42742919921875,-0.40863037109375,-0.6397705078125,0.490966796875,-3.5,4.5,53.0,-49.1875,-9.1875,4.5,0.14333333333333334,-0.0011111111111111111,0.0,0.14555555555555555,0.008888888888888889,0.005555555555555556,3.47,-3.17,-8.16,9.24,0.95,2.96,-0.27,0.18,0.27,-0.03,-0.03,0.01,3.77,-3.33,-8.41,9.29,1.01,2.94
14088,-0.86273193359375,-0.4298095703125,-0.10003662109375,0.246826171875,-0.42730712890625,-0.40869140625,-0.63970947265625,0.4989013671875,-3.75,4.5,53.5,-48.0625,-7.6875,4.0625,-0.006666666666666667,0.006666666666666667,-0.0033333333333333335,-0.005555555555555556,0.0011111111111111111,0.01,3.48,-3.15,-8.16,9.24,0.97,2.98,-0.3,0.16,0.25,0.0,-0.03,-0.01,5.05,-3.33,-8.41,9.29,1.01,2.94
14127,-0.86279296875,-0.4298095703125,-0.09991455078125,0.2467041015625,-0.4273681640625,-0.40869140625,-0.63970947265625,0.4910888671875,-3.5,3.6875,55.0625,-48.0625,-7.6875,4.0625,0.0033333333333333335,0.005555555555555556,-0.0022222222222222222,0.14777777777777779,0.006666666666666667,0.006666666666666667,3.47,-3.14,-8.14,9.27,0.98,2.96,-0.26,0.17,0.23,-0.04,-0.03,0.04,5.04,-3.33,-8.41,9.29,1.0,2.94
14168,-0.86358642578125,-0.42840576171875,-0.1002197265625,0.24639892578125,-0.42822265625,-0.40777587890625,-0.640625,0.4898681640625,-3.5,3.6875,55.0625,-48.375,-9.5625,3.6875,0.14333333333333334,0.0011111111111111111,-0.0022222222222222222,0.14222222222222222,0.006666666666666667,0.011111111111111112,3.47,-3.15,-8.11,9.27,0.95,2.96,-0.28,0.18,0.29,-0.02,-0.04,0.01,3.76,-3.33,-8.42,9.29,1.0,2.94
14207,-0.86358642578125,-0.42840576171875,-0.10003662109375,0.24627685546875,-0.42840576171875,-0.4075927734375,-0.6407470703125,0.49749755859375,-3.0625,4.875,53.0,-48.0625,-8.75,4.0625,0.15,0.008888888888888889,0.0,-0.008888888888888889,0.008888888888888889,0.0033333333333333335,4.76,-3.14,-8.12,9.23,0.95,2.97,-0.25,0.16,0.25,-0.03,-0.05,0.03,3.76,-3.33,-8.42,9.29,1.0,2.94
14248,-0.8636474609375,-0.42840576171875,-0.0999755859375,0.2462158203125,-0.42840576171875,-0.4075927734375,-0.6407470703125,0.48968505859375,-2.6875,4.875,52.6875,-48.75,-8.0625,3.6875,-0.0044444444444444444,0.0077777777777777776,-0.0022222222222222222,-0.0011111111111111111,0.0011111111111111111,0.0044444444444444444,3.48,-3.15,-8.12,9.26,0.96,2.96,-0.28,0.16,0.3,-0.01,-0.04,0.0,3.75,-3.32,-8.42,9.29,1.0,2.94
14288,-0.8641357421875,-0.42755126953125,-0.10009765625,0.2459716796875,-0.428466796875,-0.407470703125,-0.64080810546875,0.4974365234375,-2.25,3.0,53.875,-49.5625,-8.5,4.0625,0.14444444444444443,0.011111111111111112,-0.0011111111111111111,-0.014444444444444444,0.01,-0.0011111111111111111,3.43,-3.18,-8.17,9.26,0.92,2.99,-0.26,0.18,0.27,-0.04,-0.04,0.03,3.75,-3.32,-8.42,9.29,1.0,2.94
14327,-0.8641357421875,-0.427490234375,-0.10015869140625,0.2459716796875,-0.4285888671875,-0.4073486328125,-0.64093017578125,0.489501953125,-3.5,4.0625,53.0625,-49.5625,-8.5,4.0625,-0.005555555555555556,0.012222222222222223,-0.0033333333333333335,-0.014444444444444444,0.005555555555555556,-0.0044444444444444444,4.76,-3.17,-8.12,9.27,0.97,2.97,-0.29,0.17,0.25,-0.02,-0.04,0.03,3.75,-3.32,-8.42,9.29,1.0,2.95
14368,-0.864501953125,-0.42681884765625,-0.100341796875,0.245849609375,-0.42852783203125,-0.40728759765625,-0.640869140625,0.48968505859375,-3.5,4.0625,53.0625,-48.75,-7.6875,4.0625,0.0077777777777777776,0.01888888888888889,-0.0011111111111111111,-0.013333333333333334,0.011111111111111112,-0.0077777777777777776,3.49,-3.18,-8.13,9.22,0.95,3.0,-0.29,0.13,0.26,-0.05,-0.05,0.04,3.75,-3.32,-8.42,9.29,1.0,2.95
14407,-0.864501953125,-0.4267578125,-0.100341796875,0.245849609375,-0.42864990234375,-0.406982421875,-0.64117431640625,0.4971923828125,-2.25,4.5,53.875,-48.375,-8.75,3.6875,-0.01,0.011111111111111112,-0.0022222222222222222,0.15,0.006666666666666667,0.005555555555555556,4.76,-3.16,-8.12,9.25,0.97,3.0,-0.24,0.16,0.28,-0.05,-0.03,0.07,3.75,-3.32,-8.42,9.29,1.0,2.95
14448,-0.864501953125,-0.4267578125,-0.100341796875,0.24578857421875,-0.4285888671875,-0.40692138671875,-0.64117431640625,0.49725341796875,-2.25,4.0625,53.0,-48.375,-8.0625,4.5,0.0022222222222222222,-0.0011111111111111111,0.0011111111111111111,-0.012222222222222223,-0.015555555555555555,0.014444444444444444,3.48,-3.17,-8.13,9.24,0.96,2.95,-0.27,0.15,0.28,-0.04,-0.03,0.06,5.03,-3.32,-8.42,9.29,0.99,2.95
14489,-0.86444091796875,-0.42694091796875,-0.1002197265625,0.24566650390625,-0.4290771484375,-0.40631103515625,-0.64154052734375,0.49688720703125,-2.25,4.875,52.6875,-48.375,-9.1875,4.0625,0.0022222222222222222,-0.0033333333333333335,0.0044444444444444444,0.14666666666666667,0.0022222222222222222,0.024444444444444446,3.47,-3.17,-8.15,9.26,0.94,2.99,-0.25,0.17,0.27,-0.01,-0.04,0.01,3.75,-3.32,-8.42,9.29,0.99,2.95
14527,-0.864501953125,-0.42694091796875,-0.10009765625,0.24560546875,-0.42926025390625,-0.40606689453125,-0.6414794921875,0.49700927734375,-2.6875,4.875,52.6875,-48.375,-9.1875,4.0625,-0.01,-0.0011111111111111111,0.0033333333333333335,-0.005555555555555556,0.0022222222222222222,0.012222222222222223,4.73,-3.15,-8.13,9.28,0.94,3.0,-0.29,0.17,0.25,-0.01,-0.06,0.04,3.75,-3.32,-8.42,9.29,0.98,2.95
14568,-0.864501953125,-0.427001953125,-0.09991455078125,0.2454833984375,-0.429443359375,-0.4058837890625,-0.64154052734375,0.48907470703125,-2.6875,4.875,52.6875,-49.1875,-8.75,3.25,-0.0033333333333333335,-0.011111111111111112,0.0044444444444444444,-0.016666666666666666,0.0011111111111111111,0.0,3.48,-3.16,-8.12,9.23,0.95,3.02,-0.28,0.14,0.28,-0.03,-0.05,0.04,3.74,-3.32,-8.43,9.29,0.98,2.95
14608,-0.86456298828125,-0.42706298828125,-0.09979248046875,0.245361328125,-0.42962646484375,-0.40570068359375,-0.64166259765625,0.49676513671875,-3.5,5.1875,53.5,-48.75,-8.0625,4.0625,-0.005555555555555556,-0.0033333333333333335,0.0011111111111111111,-0.015555555555555555,0.0022222222222222222,-0.005555555555555556,4.74,-3.15,-8.16,9.29,0.94,3.0,-0.3,0.16,0.26,1.28,-0.02,0.04,3.74,-3.32,-8.43,9.29,0.98,2.95
14649,-0.8646240234375,-0.427001953125,-0.09967041015625,0.2452392578125,-0.42974853515625,-0.405517578125,-0.64178466796875,0.4967041015625,-3.0625,4.875,52.1875,-49.5625,-8.0625,3.6875,0.0,0.0022222222222222222,0.0044444444444444444,-0.012222222222222223,0.0044444444444444444,-0.0022222222222222222,3.46,-3.18,-8.17,9.25,0.94,2.99,-0.26,0.12,0.31,-0.04,-0.03,0.03,3.74,-3.32,-8.43,9.29,0.98,2.95
14689,-0.86468505859375,-0.427001953125,-0.09954833984375,0.2451171875,-0.42987060546875,-0.4053955078125,-0.641845703125,0.49658203125,-2.25,5.1875,53.0,-49.5625,-8.5,4.0625,-0.0033333333333333335,-0.0011111111111111111,0.0011111111111111111,-0.008888888888888889,-0.0044444444444444444,0.0033333333333333335,3.47,-3.15,-8.14,9.24,0.96,3.01,-0.25,0.15,0.25,-0.04,-0.01,0.05,3.73,-3.32,-8.43,9.29,0.98,2.95
14728,-0.86474609375,-0.427001953125,-0.0994873046875,0.2449951171875,-0.42987060546875,-0.40533447265625,-0.641845703125,0.49658203125,-3.0625,5.1875,51.875,-49.5625,-8.5,4.0625,-0.013333333333333334,-0.006666666666666667,0.0022222222222222222,0.14333333333333334,-0.0011111111111111111,0.013333333333333334,4.74,-3.17,-8.16,9.26,0.96,3.01,-0.27,0.13,0.25,0.0,-0.05,0.02,3.73,-3.32,-8.43,9.29,0.97,2.95
