time,ax,ay,az,gx,gy,gz,ax2,ay2,az2,gx2,gy2,gz2
6,0,0,0,65532,65522,65521,0,0,0,13,65532,65534
33,0,0,0,65532,65522,65521,0,0,0,7,0,2
58,0,0,0,2,65527,65521,0,0,0,7,0,2
83,0,0,0,13,65526,65526,0,0,0,13,2,65531
109,0,0,0,13,65526,65526,0,0,0,13,2,65530
127,0,0,0,9,65528,65523,0,0,0,13,2,65530
147,0,0,0,9,65528,65523,0,0,0,12,1,65528
164,0,0,0,5,65531,65522,0,0,0,12,1,65528
181,0,0,0,5,65531,65522,0,0,0,12,1,65528
200,0,0,0,26,65518,65535,64698,1677,65096,13,2,4
219,64740,63996,1148,26,65518,65535,64698,1677,65096,13,2,4
237,64740,63996,1148,26,65518,65535,64698,1677,65096,0,65534,1
254,64740,63996,1148,4,65526,65521,64698,1677,65096,0,65534,1
274,64740,63996,1148,4,65526,65521,64693,1694,65089,65519,65529,65523
291,64736,63989,1161,65510,65535,65505,64693,1694,65089,65519,65529,65523
309,64736,63989,1161,65510,65535,65505,64693,1694,65089,65507,65531,65521
327,64736,63989,1161,65490,4,65503,64693,1694,65089,65507,65531,65521
346,64736,63989,1161,65490,4,65503,64694,1690,65097,65509,5,65514
363,64740,63985,1153,65484,8,65509,64694,1690,65097,65509,5,65514
382,64740,63985,1153,65484,8,65509,64694,1690,65097,65509,5,65514
400,64740,63985,1153,65484,8,65509,64694,1690,65097,65518,6,65511
417,64740,63985,1153,65476,15,65515,64694,1690,65097,65518,6,65511
434,64740,63985,1153,65476,15,65515,64694,1690,65101,65516,14,65508
454,64739,63981,1153,65458,26,65521,64694,1690,65101,65516,14,65508
471,64739,63981,1153,65458,26,65521,64694,1690,65101,65477,43,65500
489,64739,63981,1153,65383,62,65519,64694,1690,65101,65477,43,65500
506,64739,63981,1153,65383,62,65519,64696,1690,65097,65387,95,65523
526,64732,63978,1145,65337,62,65487,64696,1690,65097,65387,95,65523
543,64732,63978,1145,65337,62,65487,64696,1690,65097,65387,95,65523
560,64732,63978,1145,65337,62,65487,64696,1690,65097,65296,77,7
578,64732,63978,1145,65300,76,65470,64696,1690,65097,65296,77,7
594,64732,63978,1145,65300,76,65470,64689,1695,65109,65296,60,10
610,64732,63956,1122,65298,79,65471,64689,1695,65109,65296,60,10
626,64732,63956,1122,65298,79,65471,64689,1695,65109,65309,81,43
643,64732,63956,1122,65298,79,65471,64689,1695,65109,65309,81,43
659,64732,63956,1122,65339,49,65463,64689,1695,65109,65309,81,43
676,64732,63956,1122,65339,49,65463,64694,1696,65137,65308,166,79
693,64736,63944,1105,65301,78,65496,64694,1696,65137,65308,166,79
709,64736,63944,1105,65301,78,65496,64694,1696,65137,65313,249,85
725,64736,63944,1105,65391,49,65523,64694,1696,65137,65313,249,85
742,64736,63944,1105,65391,49,65523,64694,1696,65137,65313,249,85
759,64736,63944,1105,65391,49,65523,64697,1701,65145,65385,232,177
775,64723,63921,1082,22,65515,35,64697,1701,65145,65385,232,177
791,64723,63921,1082,22,65515,35,64697,1701,65145,65435,207,237
809,64723,63921,1082,90,65503,71,64697,1701,65145,65435,207,237
825,64723,63921,1082,90,65503,71,64727,1713,65144,65465,351,272
842,64723,63921,1082,90,65503,71,64727,1713,65144,65465,351,272
861,64725,63937,1094,139,65484,79,64727,1713,65144,65465,351,272
879,64725,63937,1094,139,65484,79,64727,1713,65144,65424,312,289
895,64725,63937,1094,118,65479,69,64727,1713,65144,65424,312,289
911,64725,63937,1094,118,65479,69,64764,1738,65128,65321,231,305
928,64725,63937,1094,6,65497,33,64764,1738,65128,65321,231,305
945,64714,63964,1118,6,65497,33,64764,1738,65128,65130,102,356
961,64714,63964,1118,6,65497,33,64764,1738,65128,65130,102,356
977,64714,63964,1118,65336,65418,65450,64764,1738,65128,65130,102,356
995,64714,63964,1118,65336,65418,65450,64767,1770,65113,64796,65100,451
1011,64538,63935,1342,65047,64868,65056,64767,1770,65113,64796,65100,451
1027,64538,63935,1342,65047,64868,65056,64767,1770,65113,64600,65055,582
1043,64538,63935,1342,65047,64868,65056,64767,1770,65113,64600,65055,582
1061,64538,63935,1342,64450,63633,64712,64767,1770,65113,64600,65055,582
1081,64538,63935,1342,64450,63633,64712,64824,1935,64925,64009,219,663
1098,64275,64375,1799,64131,61967,65473,64824,1935,64925,64009,219,663
1117,64275,64375,1799,64131,61967,65473,64824,1935,64925,62921,1565,65446
1135,64275,64375,1799,63623,61765,639,64824,1935,64925,62921,1565,65446
1152,64275,64375,1799,63623,61765,639,64865,1962,64619,63173,2659,64802
1170,64275,64375,1799,63623,61765,639,64865,1962,64619,63173,2659,64802
1187,64302,64144,1058,64632,63474,366,64865,1962,64619,65192,1906,65339
1207,64302,64144,1058,64632,63474,366,64865,1962,64619,65192,1906,65339
1224,64302,64144,1058,65362,64783,1084,64865,1962,64619,406,1590,64891
1243,64302,64144,1058,65362,64783,1084,64506,1643,64301,406,1590,64891
1262,64063,64349,1155,65336,64767,2347,64506,1643,64301,406,1590,64891
1279,64063,64349,1155,65336,64767,2347,64506,1643,64301,522,2117,64414
1297,64063,64349,1155,65191,64885,2703,64506,1643,64301,522,2117,64414
1315,64063,64349,1155,65191,64885,2703,64498,1821,64890,571,2640,64057
1332,64063,64349,1155,64615,64579,3074,64498,1821,64890,571,2640,64057
1350,64456,63991,1197,64615,64579,3074,64498,1821,64890,291,3404,63582
1381,64456,63991,1197,64122,64239,3353,64498,1821,64890,291,3404,63582
1397,64456,63991,1197,64122,64239,3353,64756,1851,65287,65128,3211,63431
1415,64771,63876,1209,63988,63876,3228,64756,1851,65287,65128,3211,63431
1434,64771,63876,1209,63988,63876,3228,64756,1851,65287,64763,3344,63576
1452,64771,63876,1209,63988,63876,3228,64756,1851,65287,64763,3344,63576
1469,64771,63876,1209,64206,63448,3423,64937,1631,65213,64716,3822,63800
1487,64771,63876,1209,64206,63448,3423,64937,1631,65213,64716,3822,63800
1505,64620,64316,1186,64373,62993,3952,64937,1631,65213,64526,4575,63881
1523,64620,64316,1186,64373,62993,3952,64937,1631,65213,64526,4575,63881
1540,64620,64316,1186,64098,62416,4297,64937,1631,65213,64526,4575,63881
1560,64620,64316,1186,64098,62416,4297,64937,1414,64763,64409,5398,63992
1576,64620,64316,1186,64900,62716,4248,64937,1414,64763,64409,5398,63992
1594,64105,64518,1077,64900,62716,4248,64937,1414,64763,65093,4718,64537
1613,64105,64518,1077,64900,62716,4248,64937,1414,64763,65093,4718,64537
1631,64105,64518,1077,65417,63052,4223,64558,1252,64298,65292,4346,64709
1649,64105,64518,1077,65417,63052,4223,64558,1252,64298,65292,4346,64709
1668,63663,64482,949,65245,62923,4160,64558,1252,64298,65281,4324,64826
1685,63663,64482,949,65245,62923,4160,64558,1252,64298,65281,4324,64826
1703,63663,64482,949,65340,63016,3914,64558,1252,64298,65281,4324,64826
1721,63663,64482,949,65340,63016,3914,64374,1170,64343,65285,4221,64875
1738,63663,64482,949,65031,63239,3693,64374,1170,64343,65285,4221,64875
1756,63792,64498,872,65031,63239,3693,64374,1170,64343,65249,4101,64755
1773,63792,64498,872,65031,63239,3693,64374,1170,64343,65249,4101,64755
1792,63792,64498,872,65009,63535,3497,64644,1218,64570,65315,3965,64715
1810,63792,64498,872,65009,63535,3497,64644,1218,64570,65315,3965,64715
1826,64255,64523,907,65127,63747,3458,64644,1218,64570,65039,2897,64732
1844,64255,64523,907,65127,63747,3458,64644,1218,64570,65039,2897,64732
1863,64255,64523,907,65175,63954,2956,64644,1218,64570,65488,3328,64979
1881,64255,64523,907,65175,63954,2956,64849,1261,64773,65488,3328,64979
1898,64255,64523,907,65175,63954,2956,64849,1261,64773,65488,3328,64979
1917,64463,64364,941,65395,64160,2360,64849,1261,64773,169,3154,65084
1934,64463,64364,941,65395,64160,2360,64849,1261,64773,169,3154,65084
1950,64463,64364,941,64796,64501,1849,64812,1394,64746,64844,1725,64781
1968,64463,64364,941,64796,64501,1849,64812,1394,64746,64844,1725,64781
1984,64346,64527,1111,63953,64666,1136,64812,1394,64746,64608,1651,64487
2000,64346,64527,1111,63953,64666,1136,64812,1394,64746,64608,1651,64487
2021,64346,64527,1111,63643,64926,592,64812,1394,64746,64608,1651,64487
2038,64346,64527,1111,63643,64926,592,64978,1369,64352,64491,1142,64419
2054,64346,64527,1111,63643,64926,592,64978,1369,64352,64491,1142,64419
2073,64249,65031,1360,63772,64877,748,64978,1369,64352,64403,1135,64395
2091,64249,65031,1360,63772,64877,748,64978,1369,64352,64403,1135,64395
2110,64249,65031,1360,63715,64385,1442,65054,1299,64497,63999,1428,64184
2127,64249,65031,1360,63715,64385,1442,65054,1299,64497,63999,1428,64184
2146,64311,64847,1287,63550,63905,1795,65054,1299,64497,63627,1803,64149
2163,64311,64847,1287,63550,63905,1795,65054,1299,64497,63627,1803,64149
2179,64311,64847,1287,63550,63905,1795,65054,1299,64497,63627,1803,64149
2198,64311,64847,1287,62680,63054,1326,64592,1369,64930,63090,1534,64161
2216,64311,64847,1287,62680,63054,1326,64592,1369,64930,63090,1534,64161
2235,64144,63983,718,60954,62405,65295,64592,1369,64930,61981,651,63879
2251,64144,63983,718,60954,62405,65295,64592,1369,64930,61981,651,63879
2269,64144,63983,718,61007,63976,64794,64048,1368,64974,62343,864,63241
2287,64144,63983,718,61007,63976,64794,64048,1368,64974,62343,864,63241
2305,64144,63983,718,61007,63976,64794,64048,1368,64974,62146,983,62104
2323,63970,63520,716,59906,64487,65124,64048,1368,64974,62146,983,62104
2340,63970,63520,716,59906,64487,65124,64048,1368,64974,62146,983,62104
2357,63970,63520,716,64776,62683,63020,64460,2343,64643,61927,142,63907
2374,63970,63520,716,64776,62683,63020,64460,2343,64643,61927,142,63907
2390,65060,63737,1872,60876,3016,64848,64460,2343,64643,63386,64591,62923
2406,65060,63737,1872,60876,3016,64848,64460,2343,64643,63386,64591,62923
2424,65060,63737,1872,60876,3016,64848,64460,2343,64643,64322,64410,63221
2440,65060,63737,1872,60995,2544,267,64766,2047,65321,64322,64410,63221
2457,65060,63737,1872,60995,2544,267,64766,2047,65321,64322,64410,63221
2475,64881,63872,667,449,542,64926,64766,2047,65321,64230,63502,63474
2492,64881,63872,667,449,542,64926,64766,2047,65321,64230,63502,63474
2507,64881,63872,667,64478,493,64836,64270,1444,65446,64360,63543,63859
2525,64881,63872,667,64478,493,64836,64270,1444,65446,64360,63543,63859
2542,64881,63872,667,64478,493,64836,64270,1444,65446,64677,64297,64341
2559,64593,63741,900,64868,120,65354,64270,1444,65446,64677,64297,64341
2577,64593,63741,900,64868,120,65354,64270,1444,65446,64677,64297,64341
2596,64593,63741,900,155,65288,65173,64203,1524,29,64771,64525,64871
2613,64593,63741,900,155,65288,65173,64203,1524,29,64771,64525,64871
2630,64593,63741,900,742,65257,65056,64203,1524,29,64997,64818,65411
2647,64764,63709,868,742,65257,65056,64203,1524,29,64997,64818,65411
2665,64764,63709,868,742,65257,65056,64324,1577,142,65309,64804,65435
2682,64764,63709,868,1244,65412,65333,64324,1577,142,65309,64804,65435
2702,64764,63709,868,1244,65412,65333,64324,1577,142,65309,64804,65435
2719,64919,63860,946,1754,295,595,64324,1577,142,243,64562,64943
2738,64919,63860,946,1754,295,595,64324,1577,142,243,64562,64943
2755,64919,63860,946,388,158,916,63907,2435,231,65111,65080,63454
2772,64919,63860,946,388,158,916,63907,2435,231,65111,65080,63454
2790,64919,63860,946,388,158,916,63907,2435,231,61214,783,59454
2809,63443,63947,2123,52871,2232,65294,63907,2435,231,61214,783,59454
2826,63443,63947,2123,52871,2232,65294,63760,3454,64178,58514,4018,58546
2844,63443,63947,2123,47921,758,3175,63760,3454,64178,58514,4018,58546
2862,63443,63947,2123,47921,758,3175,63760,3454,64178,58514,4018,58546
2879,63728,63839,4590,58203,57364,4628,63760,3454,64178,57452,8370,60412
2898,63728,63839,4590,58203,57364,4628,63760,3454,64178,57452,8370,60412
2915,63728,63839,4590,64726,57447,1824,2086,3287,64256,60439,6824,6
2933,63728,63839,4590,64726,57447,1824,2086,3287,64256,60439,6824,6
2953,63728,63839,4590,394,56201,64587,2086,3287,64256,60818,4515,3992
2969,530,63722,3668,394,56201,64587,2086,3287,64256,60818,4515,3992
2986,530,63722,3668,394,56201,64587,847,2577,64742,59100,5619,4921
3003,530,63722,3668,64893,54795,64179,847,2577,64742,59100,5619,4921
3022,530,63722,3668,64893,54795,64179,847,2577,64742,59100,5619,4921
3040,63174,64780,2070,65158,54146,65263,847,2577,64742,58309,6431,5079
3057,63174,64780,2070,65158,54146,65263,847,2577,64742,58309,6431,5079
3074,63174,64780,2070,21,54899,538,64276,2110,63643,58620,6653,4850
3093,63174,64780,2070,21,54899,538,64276,2110,63643,58620,6653,4850
3110,63174,64780,2070,21,54899,538,64276,2110,63643,60519,4909,4893
3129,62906,63655,684,1325,57289,65526,64276,2110,63643,60519,4909,4893
3147,62906,63655,684,1325,57289,65526,63327,1530,64231,61967,2752,5872
3164,62906,63655,684,1856,58261,63787,63327,1530,64231,61967,2752,5872
3182,62906,63655,684,1856,58261,63787,63327,1530,64231,61967,2752,5872
3198,62643,62778,65231,784,59981,62616,63327,1530,64231,61746,1342,4972
3215,62643,62778,65231,784,59981,62616,63327,1530,64231,61746,1342,4972
3231,62643,62778,65231,784,59981,62616,61842,809,64070,62791,749,3442
3249,62643,62778,65231,323,62060,64052,61842,809,64070,62791,749,3442
3266,62643,62778,65231,323,62060,64052,61842,809,64070,64653,1513,65073
3283,61262,64972,63212,64362,240,1185,61842,809,64070,64653,1513,65073
3303,61262,64972,63212,64362,240,1185,61842,809,64070,3617,65432,60174
3320,61262,64972,63212,1200,8728,4762,62005,555,63481,3617,65432,60174
3338,61262,64972,63212,1200,8728,4762,62005,555,63481,3617,65432,60174
3356,61262,64972,63212,1200,8728,4762,62005,555,63481,4164,65044,58604
3374,62929,63577,2009,57,5257,5836,62005,555,63481,4164,65044,58604
3391,62929,63577,2009,57,5257,5836,63920,2155,64907,2100,632,63544
3410,62929,63577,2009,1387,8,1975,63920,2155,64907,2100,632,63544
3427,62929,63577,2009,1387,8,1975,63920,2155,64907,979,65421,64702
3444,64508,63330,1923,65242,65422,65318,63920,2155,64907,979,65421,64702
3461,64508,63330,1923,65242,65422,65318,63920,2155,64907,979,65421,64702
3479,64508,63330,1923,0,65474,65344,64416,1509,65390,446,305,65261
3499,64508,63330,1923,0,65474,65344,64416,1509,65390,446,305,65261
3517,64508,63330,1923,0,65474,65344,64416,1509,65390,665,1005,181
3536,64955,64053,972,840,65332,130,64416,1509,65390,665,1005,181
3554,64955,64053,972,840,65332,130,64584,1617,65194,684,151,65235
3572,64955,64053,972,756,127,242,64584,1617,65194,684,151,65235
3590,64955,64053,972,756,127,242,64584,1617,65194,373,65304,64725
3608,64834,64060,1197,559,504,145,64584,1617,65194,373,65304,64725
3625,64834,64060,1197,559,504,145,64532,1592,65149,266,65023,64532
3642,64834,64060,1197,536,675,65529,64532,1592,65149,266,65023,64532
3661,64834,64060,1197,536,675,65529,64532,1592,65149,266,65023,64532
3677,64834,64060,1197,536,675,65529,64532,1592,65149,222,65086,64321
3694,64766,64104,1278,366,959,212,64532,1592,65149,222,65086,64321
3711,64766,64104,1278,366,959,212,64296,1643,65231,318,65037,63861
3728,64766,64104,1278,567,975,713,64296,1643,65231,318,65037,63861
3748,64766,64104,1278,567,975,713,64296,1643,65231,495,65104,62929
3765,64665,64119,1273,212,572,537,64296,1643,65231,495,65104,62929
3783,64665,64119,1273,212,572,537,64296,1643,65231,913,65107,61843
3801,64665,64119,1273,212,572,537,63989,1870,65227,913,65107,61843
3818,64665,64119,1273,65214,457,263,63989,1870,65227,913,65107,61843
3836,64665,64119,1273,65214,457,263,63989,1870,65227,1046,244,60992
3855,64496,64092,1236,64899,1111,1054,63989,1870,65227,1046,244,60992
3871,64496,64092,1236,64899,1111,1054,63522,2489,65132,962,1142,59039
3888,64496,64092,1236,59744,5500,2427,63522,2489,65132,962,1142,59039
3907,64496,64092,1236,59744,5500,2427,63522,2489,65132,3345,585,57241
3926,64496,64092,1236,54536,14520,7660,63522,2489,65132,3345,585,57241
3943,64381,62704,2620,54536,14520,7660,63855,4222,64755,4601,64040,57908
3961,64381,62704,2620,54536,14520,7660,63855,4222,64755,4601,64040,57908
3978,64381,62704,2620,61551,11623,10185,63855,4222,64755,4601,64040,57908
3996,64381,62704,2620,61551,11623,10185,63855,4222,64755,430,220,61740
4013,64615,62674,5547,490,62856,4512,63855,4222,64755,430,220,61740
4030,64615,62674,5547,490,62856,4512,1222,2798,69,62555,4463,1103
4049,64615,62674,5547,64715,59185,64364,1222,2798,69,62555,4463,1103
4066,64615,62674,5547,64715,59185,64364,1222,2798,69,62198,1785,4938
4084,64615,62674,5547,64715,59185,64364,1222,2798,69,62198,1785,4938
4102,253,63184,1972,65313,59170,58383,1222,2798,69,61468,65136,6927
4120,253,63184,1972,65313,59170,58383,165,1565,499,61468,65136,6927
4136,253,63184,1972,360,57433,58575,165,1565,499,61468,65136,6927
4154,253,63184,1972,360,57433,58575,165,1565,499,59733,1049,7790
4173,63897,63764,1724,739,55941,59580,165,1565,499,59733,1049,7790
4191,63897,63764,1724,739,55941,59580,64214,2471,65151,58833,1931,8601
4209,63897,63764,1724,1456,55027,59477,64214,2471,65151,58833,1931,8601
4228,63897,63764,1724,1456,55027,59477,64214,2471,65151,58289,2360,8706
4246,63897,63764,1724,1456,55027,59477,64214,2471,65151,58289,2360,8706
4264,62440,62739,1478,1849,55390,60620,62608,2876,63817,58928,982,7536
4282,62440,62739,1478,1849,55390,60620,62608,2876,63817,58928,982,7536
4300,62440,62739,1478,1434,58999,60640,62608,2876,63817,58928,982,7536
4318,62440,62739,1478,1434,58999,60640,62608,2876,63817,61020,64455,6404
4334,60553,63981,64735,1064,62445,62188,62608,2876,63817,61020,64455,6404
4351,60553,63981,64735,1064,62445,62188,60809,301,62348,64219,64233,3043
4368,60553,63981,64735,1064,62445,62188,60809,301,62348,64219,64233,3043
4385,60553,63981,64735,64830,1208,64437,60809,301,62348,1407,64223,63472
4402,60553,63981,64735,64830,1208,64437,60809,301,62348,1407,64223,63472
4419,61512,65195,64612,64571,5787,1169,60809,301,62348,1407,64223,63472
4436,61512,65195,64612,64571,5787,1169,62427,874,63527,3846,64466,58912
4452,61512,65195,64612,63555,6344,6314,62427,874,63527,3846,64466,58912
4468,61512,65195,64612,63555,6344,6314,62427,874,63527,2679,1307,59125
4484,61512,65195,64612,63555,6344,6314,62427,874,63527,2679,1307,59125
4500,64121,62702,2147,65222,2500,3959,62427,874,63527,2679,1307,59125
4516,64121,62702,2147,65222,2500,3959,64196,2161,65294,2521,20,62841
4532,64121,62702,2147,887,1537,1087,64196,2161,65294,2521,20,62841
4548,64121,62702,2147,887,1537,1087,64196,2161,65294,1252,65370,64299
4567,64121,62702,2147,887,1537,1087,64196,2161,65294,1252,65370,64299
4584,64633,63366,1588,386,73,555,64341,1529,65180,498,65365,64930
4600,64633,63366,1588,386,73,555,64341,1529,65180,498,65365,64930
4616,64633,63366,1588,1269,65484,770,64341,1529,65180,498,65365,64930
4632,64633,63366,1588,1269,65484,770,64341,1529,65180,810,130,65180
4648,64633,63366,1588,1269,65484,770,64341,1529,65180,810,130,65180
4664,64903,64119,1123,1595,311,1158,64497,1588,65280,847,468,65187
4681,64903,64119,1123,1595,311,1158,64497,1588,65280,847,468,65187
4697,64903,64119,1123,848,623,888,64497,1588,65280,847,468,65187
4714,64903,64119,1123,848,623,888,64497,1588,65280,775,65419,64808
4730,64903,64119,1123,848,623,888,64497,1588,65280,775,65419,64808
4746,64771,64188,1298,285,831,520,64526,1590,65117,631,65285,64446
4762,64771,64188,1298,285,831,520,64526,1590,65117,631,65285,64446
4778,64771,64188,1298,52,943,544,64526,1590,65117,631,65285,64446
4795,64771,64188,1298,52,943,544,64526,1590,65117,594,65426,63960
4811,64771,64188,1298,52,943,544,64526,1590,65117,594,65426,63960
4827,64631,64115,1302,195,420,594,64239,1648,65141,662,65486,63614
4843,64631,64115,1302,195,420,594,64239,1648,65141,662,65486,63614
4859,64631,64115,1302,179,107,459,64239,1648,65141,662,65486,63614
4875,64631,64115,1302,179,107,459,64239,1648,65141,686,65382,62891
4891,64631,64115,1302,179,107,459,64239,1648,65141,686,65382,62891
4907,64564,64139,1270,65475,311,369,63907,1830,65144,1080,49,61985
4924,64564,64139,1270,65475,311,369,63907,1830,65144,1080,49,61985
4940,64564,64139,1270,65160,821,731,63907,1830,65144,1080,49,61985
4960,64564,64139,1270,65160,821,731,63907,1830,65144,1390,591,61026
4978,64564,64139,1270,63192,2826,1041,63907,1830,65144,1390,591,61026
4995,64511,64146,1303,63192,2826,1041,63726,2286,64776,2514,869,60051
5015,64511,64146,1303,63192,2826,1041,63726,2286,64776,2514,869,60051
5033,64511,64146,1303,57431,9357,3423,63726,2286,64776,4269,515,58535
5051,64511,64146,1303,57431,9357,3423,63726,2286,64776,4269,515,58535
5069,64258,62179,2944,59535,13014,9375,63722,3831,64829,5394,65323,58594
5087,64258,62179,2944,59535,13014,9375,63722,3831,64829,5394,65323,58594
5104,64258,62179,2944,65250,6538,7592,63722,3831,64829,1982,65402,61795
5122,64258,62179,2944,65250,6538,7592,63722,3831,64829,1982,65402,61795
5140,64258,62179,2944,64804,62870,1452,63722,3831,64829,1982,65402,61795
5158,65239,62392,4382,64804,62870,1452,448,2522,249,63187,2632,881
5175,65239,62392,4382,64804,62870,1452,448,2522,249,63187,2632,881
5196,65239,62392,4382,64714,61353,61251,448,2522,249,63135,659,4140
5214,65239,62392,4382,64714,61353,61251,448,2522,249,63135,659,4140
5231,434,63640,1330,743,60299,58080,374,1161,660,62306,64612,6175
5250,434,63640,1330,743,60299,58080,374,1161,660,62306,64612,6175
5268,434,63640,1330,2057,57957,59159,374,1161,660,60510,412,7769
5286,434,63640,1330,2057,57957,59159,374,1161,660,60510,412,7769
5303,434,63640,1330,2892,57687,58632,374,1161,660,60103,358,9333
5322,64129,63430,1647,2892,57687,58632,64601,2254,65092,60103,358,9333
5340,64129,63430,1647,2892,57687,58632,64601,2254,65092,60103,358,9333
5357,64129,63430,1647,4011,57629,58612,64601,2254,65092,60596,390,10049
5377,64129,63430,1647,4011,57629,58612,64601,2254,65092,60596,390,10049
5395,62434,62171,592,3100,60353,57965,62480,2679,63544,62661,64078,9260
5412,62434,62171,592,3100,60353,57965,62480,2679,63544,62661,64078,9260
5432,62434,62171,592,4771,180,57421,62480,2679,63544,496,60484,8703
5449,62434,62171,592,4771,180,57421,62480,2679,63544,496,60484,8703
5468,61630,62445,63624,6061,3102,59236,61043,924,64011,2408,58803,6775
5486,61630,62445,63624,6061,3102,59236,61043,924,64011,2408,58803,6775
5504,61630,62445,63624,6061,3102,59236,61043,924,64011,3225,59205,2409
5522,61630,62445,63624,2746,4833,61198,61043,924,64011,3225,59205,2409
5539,61630,62445,63624,2746,4833,61198,61043,924,64011,3225,59205,2409
5557,62313,64709,64039,64593,5136,63668,62066,17,65101,2972,61491,63354
5573,62313,64709,64039,64593,5136,63668,62066,17,65101,2972,61491,63354
5590,62313,64709,64039,61858,5176,279,62066,17,65101,1605,63674,59786
5607,62313,64709,64039,61858,5176,279,62066,17,65101,1605,63674,59786
5626,62313,64709,64039,57924,2069,2650,64506,3065,65090,65503,852,60657
5644,64539,63498,2877,57924,2069,2650,64506,3065,65090,65503,852,60657
5661,64539,63498,2877,57924,2069,2650,64506,3065,65090,531,168,63921
5679,64539,63498,2877,63488,848,1747,64506,3065,65090,531,168,63921
5698,64539,63498,2877,63488,848,1747,64506,3065,65090,531,168,63921
5715,64700,62982,1247,65366,637,412,64489,1568,64793,670,65511,64777
5734,64700,62982,1247,65366,637,412,64489,1568,64793,670,65511,64777
5752,64700,62982,1247,64559,64625,64743,64489,1568,64793,65454,605,163
5770,64700,62982,1247,64559,64625,64743,64489,1568,64793,65454,605,163
5788,64700,62982,1247,65357,64546,70,64863,1603,64876,65507,565,65449
5806,65092,64029,972,65357,64546,70,64863,1603,64876,65507,565,65449
5823,65092,64029,972,65357,64546,70,64863,1603,64876,528,65364,64795
5841,65092,64029,972,1523,727,1646,64863,1603,64876,528,65364,64795
5859,65092,64029,972,1523,727,1646,64863,1603,64876,528,65364,64795
5877,65041,63945,1198,803,2085,2036,64962,1772,64812,542,65055,64302
5895,65041,63945,1198,803,2085,2036,64962,1772,64812,542,65055,64302
5912,65041,63945,1198,65391,1981,1767,64962,1772,64812,481,65003,63999
5930,65041,63945,1198,65391,1981,1767,64962,1772,64812,481,65003,63999
5948,65041,63945,1198,65391,1981,1767,64626,1668,64906,836,64986,63947
5967,64619,63979,1208,65512,1002,1464,64626,1668,64906,836,64986,63947
5983,64619,63979,1208,65512,1002,1464,64626,1668,64906,1076,65189,63869
6001,64619,63979,1208,68,215,896,64626,1668,64906,1076,65189,63869
6019,64619,63979,1208,68,215,896,64626,1668,64906,1076,65189,63869
6037,64534,63999,1134,50,100,593,64385,1809,64788,1373,235,63379
6056,64534,63999,1134,50,100,593,64385,1809,64788,1373,235,63379
6073,64534,63999,1134,65462,131,724,64385,1809,64788,2231,464,62747
6091,64534,63999,1134,65462,131,724,64385,1809,64788,2231,464,62747
6110,64534,63999,1134,65462,131,724,64159,2217,64663,3754,1087,61988
6128,64590,63941,1138,65317,64818,1198,64159,2217,64663,3754,1087,61988
6146,64590,63941,1138,65317,64818,1198,64159,2217,64663,5786,1388,61261
6163,64590,63941,1138,64668,65291,2455,64159,2217,64663,5786,1388,61261
6181,64590,63941,1138,64668,65291,2455,64159,2217,64663,8754,1870,60890
6199,64594,62762,2013,2207,8679,8984,63743,3416,64502,8754,1870,60890
6217,64594,62762,2013,2207,8679,8984,63743,3416,64502,8754,1870,60890
6235,64594,62762,2013,5689,13138,13577,63743,3416,64502,9823,65456,61973
6254,64594,62762,2013,5689,13138,13577,63743,3416,64502,9823,65456,61973
6271,64594,62762,2013,5689,13138,13577,64984,2801,65110,5585,60767,1325
6288,451,59804,2591,3746,8236,61504,64984,2801,65110,5585,60767,1325
6306,451,59804,2591,3746,8236,61504,64984,2801,65110,2618,59496,5461
6324,451,59804,2591,2840,2490,56412,64984,2801,65110,2618,59496,5461
6343,451,59804,2591,2840,2490,56412,64984,2801,65110,64878,64529,6246
6360,703,63776,1509,4040,60986,59515,356,1464,1854,64878,64529,6246
6389,703,63776,1509,4040,60986,59515,356,1464,1854,61864,261,8015
6407,703,63776,1509,3027,60789,57633,356,1464,1854,61864,261,8015
6425,703,63776,1509,3027,60789,57633,64484,1942,749,61320,62615,8678
6444,64988,62443,142,1889,62697,54915,64484,1942,749,61320,62615,8678
6461,64988,62443,142,1889,62697,54915,64484,1942,749,60316,63083,8856
6479,64988,62443,142,2543,60215,56738,64484,1942,749,60316,63083,8856
6497,64988,62443,142,2543,60215,56738,64484,1942,749,60316,63083,8856
6516,64988,62443,142,1749,59840,59521,63173,2663,64785,59323,65044,7702
6533,62987,62847,1289,1749,59840,59521,63173,2663,64785,59323,65044,7702
6552,62987,62847,1289,1749,59840,59521,63173,2663,64785,59965,64894,6381
6570,62987,62847,1289,1971,61497,60274,63173,2663,64785,59965,64894,6381
6588,62987,62847,1289,1971,61497,60274,61977,1590,62478,62310,63125,5831
6606,61172,63345,387,4046,63776,60982,61977,1590,62478,62310,63125,5831
6624,61172,63345,387,4046,63776,60982,61977,1590,62478,800,60909,4591
6643,61172,63345,387,3753,2487,63604,61977,1590,62478,800,60909,4591
6661,61172,63345,387,3753,2487,63604,61977,1590,62478,2499,64040,65065
6679,61172,63345,387,65385,2734,2358,61978,65139,63146,2499,64040,65065
6697,61680,65529,64664,65385,2734,2358,61978,65139,63146,2499,64040,65065
6714,61680,65529,64664,65385,2734,2358,61978,65139,63146,1287,2997,59373
