time,ax,ay,az,gx,gy,gz,ax2,ay2,az2,gx2,gy2,gz2
11764,63574,64422,748,58377,54418,5868,64738,1891,65183,56733,10671,61572
11782,63574,64422,748,60114,55236,4486,225,2091,65199,57204,9004,63076
11800,64743,63689,806,60114,55236,4486,225,2091,65199,57204,9004,63076
11819,64743,63689,806,60114,55236,4486,225,2091,65199,57529,6745,64668
11836,64743,63689,806,61029,56503,2293,225,2091,65199,57529,6745,64668
11854,64743,63689,806,61029,56503,2293,225,2091,65199,57529,6745,64668
11872,64884,63749,1759,61341,56714,384,101,2334,64895,57365,5457,556
11890,64884,63749,1759,61341,56714,384,101,2334,64895,57365,5457,556
11910,64884,63749,1759,62629,56084,65528,101,2334,64895,57448,5155,1837
11927,64884,63749,1759,62629,56084,65528,101,2334,64895,57448,5155,1837
11945,63894,64038,1986,64294,56646,64966,65158,2317,64090,58214,4537,3213
11963,63894,64038,1986,64294,56646,64966,65158,2317,64090,58214,4537,3213
11980,63894,64038,1986,64294,56646,64966,65158,2317,64090,59975,3018,4509
11998,63894,64038,1986,500,58249,64065,65158,2317,64090,59975,3018,4509
12016,63894,64038,1986,500,58249,64065,65158,2317,64090,59975,3018,4509
12035,63562,64035,1536,1972,59761,64348,64611,2126,63713,61810,2051,5329
12053,63562,64035,1536,1972,59761,64348,64611,2126,63713,61810,2051,5329
12071,63562,64035,1536,2867,59994,65044,64611,2126,63713,62951,1847,5455
12089,63562,64035,1536,2867,59994,65044,64611,2126,63713,62951,1847,5455
12107,63562,64035,1536,2371,60747,64340,63648,1624,64580,63112,960,5095
12125,63659,63523,179,2371,60747,64340,63648,1624,64580,63112,960,5095
12144,63659,63523,179,2371,60747,64340,63648,1624,64580,64339,64042,3768
12162,63659,63523,179,1730,63771,63882,63648,1624,64580,64339,64042,3768
12180,63659,63523,179,1730,63771,63882,62851,418,64608,65376,64138,1904
12197,63164,64783,64129,421,65213,64306,62851,418,64608,65376,64138,1904
12215,63164,64783,64129,421,65213,64306,62851,418,64608,65376,64138,1904
12232,63164,64783,64129,63780,2331,1198,62851,418,64608,972,238,63946
12250,63164,64783,64129,63780,2331,1198,62851,418,64608,972,238,63946
12267,63164,64783,64129,64048,3707,3531,63630,1448,64649,2616,436,62040
12286,63893,64223,351,64048,3707,3531,63630,1448,64649,2616,436,62040
12303,63893,64223,351,64048,3707,3531,63630,1448,64649,1795,310,60639
12320,63893,64223,351,64952,4464,2901,63630,1448,64649,1795,310,60639
12338,63893,64223,351,64952,4464,2901,63630,1448,64649,1915,64670,62867
12354,63918,62540,2241,65294,1637,1339,64400,2778,65140,1915,64670,62867
12370,63918,62540,2241,65294,1637,1339,64400,2778,65140,1915,64670,62867
12387,63918,62540,2241,65294,1637,1339,64400,2778,65140,1154,65299,64949
12404,63918,62540,2241,65212,65438,64782,64400,2778,65140,1154,65299,64949
12420,63918,62540,2241,65212,65438,64782,64492,1516,65142,499,288,64836
12436,64464,63890,1207,64594,65194,64761,64492,1516,65142,499,288,64836
12453,64464,63890,1207,64594,65194,64761,64492,1516,65142,499,288,64836
12470,64464,63890,1207,65072,64970,65091,64492,1516,65142,474,686,54
12488,64464,63890,1207,65072,64970,65091,64492,1516,65142,474,686,54
12506,64464,63890,1207,65072,64970,65091,64725,1691,65281,719,554,65338
12525,65034,63998,929,16,64994,65059,64725,1691,65281,719,554,65338
12542,65034,63998,929,16,64994,65059,64725,1691,65281,761,80,64942
12560,65034,63998,929,403,64814,65057,64725,1691,65281,761,80,64942
12576,65034,63998,929,403,64814,65057,64725,1691,65281,761,80,64942
12594,65003,63889,1077,1471,64586,25,64709,1741,65160,794,65381,64728
12611,65003,63889,1077,1471,64586,25,64709,1741,65160,794,65381,64728
12629,65003,63889,1077,1471,64586,25,64709,1741,65160,745,65005,64406
12646,65003,63889,1077,1474,65453,715,64709,1741,65160,745,65005,64406
12665,65003,63889,1077,1474,65453,715,64624,1689,65148,749,65436,64249
12684,64948,64014,1290,1062,1442,1551,64624,1689,65148,749,65436,64249
12701,64948,64014,1290,1062,1442,1551,64624,1689,65148,832,1,63970
12718,64948,64014,1290,356,1507,1388,64624,1689,65148,832,1,63970
12736,64948,64014,1290,356,1507,1388,64624,1689,65148,832,1,63970
12753,64948,64014,1290,91,5,966,64388,1702,65119,922,65484,63608
12772,64675,64010,1319,91,5,966,64388,1702,65119,922,65484,63608
12790,64675,64010,1319,91,5,966,64388,1702,65119,1063,97,63058
12808,64675,64010,1319,49,64662,778,64388,1702,65119,1063,97,63058
12827,64675,64010,1319,49,64662,778,63985,1900,65049,1504,508,62088
12844,64601,64015,1242,359,65187,651,63985,1900,65049,1504,508,62088
12861,64601,64015,1242,359,65187,651,63985,1900,65049,2279,1626,61583
12878,64601,64015,1242,761,157,1189,63985,1900,65049,2279,1626,61583
12897,64601,64015,1242,761,157,1189,63985,1900,65049,3713,2358,60351
12914,64601,64015,1242,761,157,1189,63621,2818,64945,3713,2358,60351
12931,64647,63837,1526,64290,3934,3395,63621,2818,64945,3713,2358,60351
12948,64647,63837,1526,64290,3934,3395,63621,2818,64945,6246,2449,58425
12966,64647,63837,1526,63757,14163,11050,63621,2818,64945,6246,2449,58425
12986,64647,63837,1526,63757,14163,11050,63808,4033,65070,7631,1209,58095
13003,63879,62172,3832,64672,15884,17530,63808,4033,65070,7631,1209,58095
13021,63879,62172,3832,64672,15884,17530,63808,4033,65070,2754,1785,60143
13038,63879,62172,3832,61965,3659,7544,63808,4033,65070,2754,1785,60143
13055,63879,62172,3832,61965,3659,7544,63808,4033,65070,2754,1785,60143
13073,63879,62172,3832,61965,3659,7544,601,1960,65382,63396,65130,902
13089,65096,62322,3385,64718,61468,61007,601,1960,65382,63396,65130,902
13107,65096,62322,3385,64718,61468,61007,601,1960,65382,63031,64515,2918
13125,65096,62322,3385,64250,62366,58566,601,1960,65382,63031,64515,2918
13143,65096,62322,3385,64250,62366,58566,447,1029,133,60943,63514,4517
13160,65163,64099,1496,64189,60993,57035,447,1029,133,60943,63514,4517
13177,65163,64099,1496,64189,60993,57035,447,1029,133,59684,63782,6457
13196,65163,64099,1496,64189,60993,57035,447,1029,133,59684,63782,6457
13213,65163,64099,1496,65077,60526,56988,447,1029,133,59684,63782,6457
13230,65163,64099,1496,65077,60526,56988,64907,1844,65085,59676,64198,7825
13250,63327,64322,1831,1097,59280,58096,64907,1844,65085,59676,64198,7825
13267,63327,64322,1831,1097,59280,58096,64907,1844,65085,59215,65300,8680
13285,63327,64322,1831,1093,57831,59444,64907,1844,65085,59215,65300,8680
13304,63327,64322,1831,1093,57831,59444,63492,2638,64106,59075,78,8608
13321,63327,64322,1831,1934,58797,60629,63492,2638,64106,59075,78,8608
13338,61799,63269,1269,1934,58797,60629,63492,2638,64106,60377,64556,8223
13356,61799,63269,1269,1934,58797,60629,63492,2638,64106,60377,64556,8223
13374,61799,63269,1269,2120,59955,60228,63492,2638,64106,60377,64556,8223
13392,61799,63269,1269,2120,59955,60228,61789,1901,62862,61415,62938,6531
13410,60598,64948,64161,2026,62851,60830,61789,1901,62862,61415,62938,6531
13428,60598,64948,64161,2026,62851,60830,61789,1901,62862,65283,63950,2922
13446,60598,64948,64161,65240,2227,64139,61789,1901,62862,65283,63950,2922
13464,60598,64948,64161,65240,2227,64139,61541,65495,63392,1857,64441,62040
13482,60598,64948,64161,63378,5739,1335,61541,65495,63392,1857,64441,62040
13502,62501,65468,64474,63378,5739,1335,61541,65495,63392,2335,65532,57138
13518,62501,65468,64474,63378,5739,1335,61541,65495,63392,2335,65532,57138
13537,62501,65468,64474,63318,3415,4009,61541,65495,63392,2335,65532,57138
13556,62501,65468,64474,63318,3415,4009,63901,2613,65392,2703,1096,60510
13573,63938,62274,1879,1359,1589,2001,63901,2613,65392,2703,1096,60510
13591,63938,62274,1879,1359,1589,2001,63901,2613,65392,2764,65248,63851
13610,63938,62274,1879,670,1439,652,63901,2613,65392,2764,65248,63851
13627,63938,62274,1879,670,1439,652,64518,1707,64883,959,202,64127
13646,64504,63697,1585,64624,525,65279,64518,1707,64883,959,202,64127
13664,64504,63697,1585,64624,525,65279,64518,1707,64883,286,65414,64862
13682,64504,63697,1585,64624,525,65279,64518,1707,64883,286,65414,64862
13700,64504,63697,1585,237,248,96,64548,1587,65212,909,445,65237
13718,64504,63697,1585,237,248,96,64548,1587,65212,909,445,65237
13735,64916,64099,1024,1026,438,865,64548,1587,65212,909,445,65237
13752,64916,64099,1024,1026,438,865,64548,1587,65212,967,99,64722
13771,64916,64099,1024,305,561,681,64548,1587,65212,967,99,64722
13790,64916,64099,1024,305,561,681,64608,1660,65113,809,207,64417
13806,64916,64099,1024,161,528,650,64608,1660,65113,809,207,64417
13824,64699,64009,1210,161,528,650,64608,1660,65113,851,226,64249
13842,64699,64009,1210,161,528,650,64608,1660,65113,851,226,64249
13859,64699,64009,1210,46,311,499,64417,1596,65051,843,40,64020
13876,64699,64009,1210,46,311,499,64417,1596,65051,843,40,64020
13896,64602,64010,1206,86,65433,519,64417,1596,65051,843,40,64020
13914,64602,64010,1206,86,65433,519,64417,1596,65051,877,65520,63829
13930,64602,64010,1206,104,65109,685,64417,1596,65051,877,65520,63829
13950,64602,64010,1206,104,65109,685,64176,1767,64952,1241,65385,63210
13967,64602,64010,1206,104,65109,685,64176,1767,64952,1241,65385,63210
13985,64604,64082,1176,65490,65420,543,64176,1767,64952,1836,255,62322
14003,64604,64082,1176,65490,65420,543,64176,1767,64952,1836,255,62322
14021,64604,64082,1176,65433,532,634,63912,2150,64787,2689,1056,61181
14039,64604,64082,1176,65433,532,634,63912,2150,64787,2689,1056,61181
14057,64536,63932,1282,64560,2574,1627,63912,2150,64787,4670,1503,60293
14077,64536,63932,1282,64560,2574,1627,63912,2150,64787,4670,1503,60293
14095,64536,63932,1282,64250,10959,6809,63912,2150,64787,4670,1503,60293
14113,64536,63932,1282,64250,10959,6809,63292,3890,64735,6893,1187,58658
14131,64536,63932,1282,61934,17082,14972,63292,3890,64735,6893,1187,58658
14147,64017,62445,2844,61934,17082,14972,63292,3890,64735,5537,64320,57544
14164,64017,62445,2844,61934,17082,14972,63292,3890,64735,5537,64320,57544
14181,64017,62445,2844,58167,10867,11962,65535,3357,65380,384,64231,61676
14199,64017,62445,2844,58167,10867,11962,65535,3357,65380,384,64231,61676
14216,64456,61402,3941,64714,63729,59581,65535,3357,65380,384,64231,61676
14233,64456,61402,3941,64714,63729,59581,65535,3357,65380,63009,64025,2005
14250,64456,61402,3941,64714,63729,59581,65535,3357,65380,63009,64025,2005
14268,64456,61402,3941,918,62147,57610,969,920,236,62859,63983,4322
14290,64456,61402,3941,918,62147,57610,969,920,236,62859,63983,4322
14306,64890,64758,2157,65044,59024,59323,969,920,236,60012,278,6196
14326,64890,64758,2157,65044,59024,59323,969,920,236,60012,278,6196
14342,64890,64758,2157,290,57275,58627,65091,1603,64900,58952,988,7880
14361,64890,64758,2157,290,57275,58627,65091,1603,64900,58952,988,7880
14379,63090,63831,1127,1940,58274,57104,65091,1603,64900,59658,65316,8507
14397,63090,63831,1127,1940,58274,57104,65091,1603,64900,59658,65316,8507
14415,63090,63831,1127,2104,58552,58372,65091,1603,64900,59658,65316,8507
14432,63090,63831,1127,2104,58552,58372,63705,2518,63940,59481,150,8452
14452,63090,63831,1127,2104,58552,58372,63705,2518,63940,59481,150,8452
14469,62008,63310,942,2534,58867,60509,63705,2518,63940,60407,356,8324
14487,62008,63310,942,2534,58867,60509,63705,2518,63940,60407,356,8324
14505,62008,63310,942,4389,61484,59917,62414,2299,63583,62761,63152,8076
14523,62008,63310,942,4389,61484,59917,62414,2299,63583,62761,63152,8076
14539,61649,63399,64330,5474,64339,60093,62414,2299,63583,65299,61226,6503
14556,61649,63399,64330,5474,64339,60093,62414,2299,63583,65299,61226,6503
14576,61649,63399,64330,3520,1202,63539,62414,2299,63583,65299,61226,6503
14594,61649,63399,64330,3520,1202,63539,61190,19,63761,1266,62241,2399
14611,61649,63399,64330,3520,1202,63539,61190,19,63761,1266,62241,2399
14630,61775,769,63581,63977,2509,2540,61190,19,63761,1506,1347,61839
14647,61775,769,63581,63977,2509,2540,61190,19,63761,1506,1347,61839
14666,61775,769,63581,62342,2942,4109,63195,1778,65327,1051,3103,57772
14685,61775,769,63581,62342,2942,4109,63195,1778,65327,1051,3103,57772
14703,64183,62805,1457,63891,2969,3248,63195,1778,65327,2557,658,60255
14720,64183,62805,1457,63891,2969,3248,63195,1778,65327,2557,658,60255
14739,64183,62805,1457,640,1927,1152,64399,2328,64734,2676,65031,63686
14757,64183,62805,1457,640,1927,1152,64399,2328,64734,2676,65031,63686
14775,64183,62805,1457,640,1927,1152,64399,2328,64734,2676,65031,63686
14794,64088,63274,1945,64362,894,65514,64399,2328,64734,695,64575,63131
14812,64088,63274,1945,64362,894,65514,64399,2328,64734,695,64575,63131
14828,64088,63274,1945,64687,527,65478,64567,1520,64987,105,65259,64024
14846,64088,63274,1945,64687,527,65478,64567,1520,64987,105,65259,64024
14864,64722,64033,1103,545,165,438,64567,1520,64987,661,490,64893
14882,64722,64033,1103,545,165,438,64567,1520,64987,661,490,64893
14900,64722,64033,1103,545,165,438,64559,1603,65130,666,65522,64536
14918,64722,64033,1103,222,362,282,64559,1603,65130,666,65522,64536
14936,64722,64033,1103,222,362,282,64559,1603,65130,666,65522,64536
14952,64713,64034,1137,65494,352,372,64559,1603,65130,639,109,64520
14971,64713,64034,1137,65494,352,372,64559,1603,65130,639,109,64520
14989,64713,64034,1137,58,246,450,64479,1615,65041,746,62,64422
15006,64713,64034,1137,58,246,450,64479,1615,65041,746,62,64422
15024,64597,64011,1175,90,95,370,64479,1615,65041,799,138,64040
15043,64597,64011,1175,90,95,370,64479,1615,65041,799,138,64040
15059,64597,64011,1175,90,95,370,64286,1644,65004,1000,275,63627
15077,64597,64011,1175,444,65271,377,64286,1644,65004,1000,275,63627
15096,64597,64011,1175,444,65271,377,64286,1644,65004,1431,324,63139
15113,64596,64047,1172,673,65009,415,64286,1644,65004,1431,324,63139
15130,64596,64047,1172,673,65009,415,64286,1644,65004,1431,324,63139
15147,64596,64047,1172,496,65101,611,64057,1832,64905,1830,473,62501
15167,64596,64047,1172,496,65101,611,64057,1832,64905,1830,473,62501
15184,64596,64047,1172,314,65099,1053,64057,1832,64905,2321,419,61752
15201,64639,64092,1232,314,65099,1053,64057,1832,64905,2321,419,61752
15220,64639,64092,1232,314,65099,1053,63958,2344,64518,4201,834,61161
15237,64639,64092,1232,64468,2135,1271,63958,2344,64518,4201,834,61161
15255,64639,64092,1232,64468,2135,1271,63958,2344,64518,4201,834,61161
15273,64539,63533,1946,62774,10734,5188,63958,2344,64518,6845,706,60045
15291,64539,63533,1946,62774,10734,5188,63958,2344,64518,6845,706,60045
15308,64539,63533,1946,63312,16475,14081,63696,3791,64607,6932,64675,59331
15326,64539,63533,1946,63312,16475,14081,63696,3791,64607,6932,64675,59331
15345,64539,63533,1946,63312,16475,14081,63696,3791,64607,1712,64241,61320
15362,64804,60489,4071,60671,6377,4742,63696,3791,64607,1712,64241,61320
15380,64804,60489,4071,60671,6377,4742,344,2198,380,64373,62569,1060
15397,64804,60489,4071,65040,65,58151,344,2198,380,64373,62569,1060
15415,64804,60489,4071,65040,65,58151,344,2198,380,64373,62569,1060
15434,399,64159,2598,578,62488,61408,344,2198,380,62932,63616,2929
15451,399,64159,2598,578,62488,61408,344,2198,380,62932,63616,2929
15468,399,64159,2598,64997,57895,62333,387,1287,556,59170,1474,4490
15485,399,64159,2598,64997,57895,62333,387,1287,556,59170,1474,4490
15503,399,64159,2598,64997,57895,62333,387,1287,556,57673,1243,5752
15521,64297,64218,1698,64789,57893,59483,387,1287,556,57673,1243,5752
15539,64297,64218,1698,64789,57893,59483,64709,2166,64112,57872,65481,6652
15559,64297,64218,1698,12,58332,58637,64709,2166,64112,57872,65481,6652
15576,64297,64218,1698,12,58332,58637,64709,2166,64112,57866,402,7046
15593,62070,64290,2867,346,56931,59384,64709,2166,64112,57866,402,7046
15610,62070,64290,2867,346,56931,59384,64709,2166,64112,57866,402,7046
15628,62070,64290,2867,1536,56657,61521,63853,2717,62289,58187,1374,7468
15647,62070,64290,2867,1536,56657,61521,63853,2717,62289,58187,1374,7468
15664,62070,64290,2867,1536,56657,61521,63853,2717,62289,60057,2433,7370
15682,60996,64504,1705,2850,58005,64105,63853,2717,62289,60057,2433,7370
15699,60996,64504,1705,2850,58005,64105,62555,1492,62377,62524,1190,5563
15718,60996,64504,1705,2379,61816,65087,62555,1492,62377,62524,1190,5563
15734,60996,64504,1705,2379,61816,65087,62555,1492,62377,62524,1190,5563
15752,60996,64504,1705,2352,63455,3937,62555,1492,62377,64375,1673,2599
15768,61507,376,64355,2352,63455,3937,62555,1492,62377,64375,1673,2599
15788,61507,376,64355,2352,63455,3937,62256,65333,63751,65357,4851,64581
15805,61507,376,64355,65532,63959,6331,62256,65333,63751,65357,4851,64581
15822,61507,376,64355,65532,63959,6331,62256,65333,63751,799,5089,61652
15842,63805,63911,64257,63380,1643,5049,62256,65333,63751,799,5089,61652
15858,63805,63911,64257,63380,1643,5049,63389,2130,129,2300,1504,57937
15876,63805,63911,64257,64031,8083,5166,63389,2130,129,2300,1504,57937
15896,63805,63911,64257,64031,8083,5166,63389,2130,129,2952,62929,61898
15914,63196,62222,2012,2583,1409,1584,63389,2130,129,2952,62929,61898
15931,63196,62222,2012,2583,1409,1584,63389,2130,129,2952,62929,61898
15951,63196,62222,2012,2583,1409,1584,64070,1986,64965,2103,691,65280
15969,63196,62222,2012,739,96,311,64070,1986,64965,2103,691,65280
15987,63196,62222,2012,739,96,311,64070,1986,64965,456,61,63819
16005,64360,64308,1538,64747,874,65174,64070,1986,64965,456,61,63819
16023,64360,64308,1538,64747,874,65174,64459,1480,65250,13,65462,64724
16041,64360,64308,1538,17,35,65521,64459,1480,65250,13,65462,64724
16060,64360,64308,1538,17,35,65521,64459,1480,65250,435,84,65413
16078,64625,64184,1041,396,65306,282,64459,1480,65250,435,84,65413
16096,64625,64184,1041,396,65306,282,64459,1480,65250,432,65019,65210
16114,64625,64184,1041,396,65306,282,64393,1526,65341,432,65019,65210
16131,64625,64184,1041,405,65272,233,64393,1526,65341,432,65019,65210
16149,64625,64184,1041,405,65272,233,64393,1526,65341,404,65319,65019
16167,64539,64171,1205,308,65302,132,64393,1526,65341,404,65319,65019
16185,64539,64171,1205,308,65302,132,64424,1571,65239,387,65440,64658
16203,64539,64171,1205,242,65295,59,64424,1571,65239,387,65440,64658
16220,64539,64171,1205,242,65295,59,64424,1571,65239,393,93,64460
16238,64525,64199,1243,294,65286,74,64424,1571,65239,393,93,64460
16258,64525,64199,1243,294,65286,74,64260,1655,65173,267,65505,64002
16276,64525,64199,1243,294,65286,74,64260,1655,65173,267,65505,64002
16293,64525,64199,1243,220,65362,75,64260,1655,65173,267,65505,64002
16313,64525,64199,1243,220,65362,75,64260,1655,65173,187,64927,63337
16330,64552,64224,1254,68,65374,65461,64260,1655,65173,187,64927,63337
16347,64552,64224,1254,68,65374,65461,64115,1619,65254,271,64904,63013
16366,64552,64224,1254,65494,65295,6,64115,1619,65254,271,64904,63013
16395,64552,64224,1254,65494,65295,6,64115,1619,65254,146,84,62350
16414,64530,64177,1250,65457,65371,558,64115,1619,65254,146,84,62350
16430,64530,64177,1250,65457,65371,558,63864,1645,65400,44,679,61543
16449,64530,64177,1250,64899,556,1114,63864,1645,65400,44,679,61543
16467,64530,64177,1250,64899,556,1114,63864,1645,65400,699,1181,60487
16485,64533,64147,1357,62344,4016,1443,63864,1645,65400,699,1181,60487
16504,64533,64147,1357,62344,4016,1443,63613,2913,64764,2316,260,59366
16522,64533,64147,1357,58061,11905,4080,63613,2913,64764,2316,260,59366
16540,64533,64147,1357,58061,11905,4080,63613,2913,64764,1380,63442,57582
16558,64533,64147,1357,58061,11905,4080,63613,2913,64764,1380,63442,57582
16575,63491,63189,4228,53312,14193,8113,63613,2913,64764,1380,63442,57582
16593,63491,63189,4228,53312,14193,8113,64483,3225,64752,61171,1313,58538
16611,63491,63189,4228,54424,62379,2746,64483,3225,64752,61171,1313,58538
16628,63491,63189,4228,54424,62379,2746,64483,3225,64752,58229,6182,63648
16646,65071,62912,3135,59766,58203,61836,64483,3225,64752,58229,6182,63648
16664,65071,62912,3135,59766,58203,61836,468,1573,65439,59595,1782,1153
16683,65071,62912,3135,62036,59805,59560,468,1573,65439,59595,1782,1153
16699,65071,62912,3135,62036,59805,59560,468,1573,65439,57728,277,2451
16717,65071,62912,3135,62036,59805,59560,468,1573,65439,57728,277,2451
16734,64958,64726,2218,62779,55980,60744,468,1573,65439,57728,277,2451
16751,64958,64726,2218,62779,55980,60744,17,1853,64921,55842,2158,4134
16768,64958,64726,2218,63846,55362,61947,17,1853,64921,55842,2158,4134
16787,64958,64726,2218,63846,55362,61947,17,1853,64921,55996,2610,5349
16806,63250,64938,2446,65140,56550,62239,17,1853,64921,55996,2610,5349
16822,63250,64938,2446,65140,56550,62239,64974,2337,63321,57281,2242,6337
16843,63250,64938,2446,65140,56550,62239,64974,2337,63321,57281,2242,6337
16860,63250,64938,2446,614,57999,62576,64974,2337,63321,59517,1142,7412
16878,63250,64938,2446,614,57999,62576,64974,2337,63321,59517,1142,7412
16896,62612,63284,1731,3390,59428,62021,64974,2337,63321,62025,65239,8997
16915,62612,63284,1731,3390,59428,62021,63503,2519,63319,62025,65239,8997
16932,62612,63284,1731,3861,60683,60702,63503,2519,63319,62025,65239,8997
16951,62612,63284,1731,3861,60683,60702,63503,2519,63319,63000,63019,7382
16968,61832,63448,64622,1885,63222,60460,63503,2519,63319,63000,63019,7382
16986,61832,63448,64622,1885,63222,60460,61639,993,63949,63796,62676,4581
17003,61832,63448,64622,1885,63222,60460,61639,993,63949,63796,62676,4581
17021,61832,63448,64622,1992,564,63746,61639,993,63949,934,63859,1134
17038,61832,63448,64622,1992,564,63746,61639,993,63949,934,63859,1134
17056,62063,65336,63217,65189,5142,64790,61639,993,63949,3392,63178,61725
17075,62063,65336,63217,65189,5142,64790,62359,513,63781,3392,63178,61725
17092,62063,65336,63217,65033,7672,1962,62359,513,63781,3392,63178,61725
17109,62063,65336,63217,65033,7672,1962,62359,513,63781,3199,64065,58632
17128,62063,65336,63217,63222,2034,5370,62359,513,63781,3199,64065,58632
17145,63155,64092,2552,63222,2034,5370,64157,2491,64995,1887,2192,62046
17162,63155,64092,2552,63222,2034,5370,64157,2491,64995,1887,2192,62046
17179,63155,64092,2552,1592,795,1770,64157,2491,64995,1666,488,64558
17196,63155,64092,2552,1592,795,1770,64157,2491,64995,1666,488,64558
17213,64383,63288,1722,212,126,65400,64157,2491,64995,1666,488,64558
17230,64383,63288,1722,212,126,65400,64476,1612,65102,948,65455,64549
17247,64383,63288,1722,212,126,65400,64476,1612,65102,948,65455,64549
17267,64383,63288,1722,65057,17,65244,64476,1612,65102,684,65354,65059
17284,64383,63288,1722,65057,17,65244,64476,1612,65102,684,65354,65059
17305,64812,64111,1101,409,65381,245,64587,1600,65193,942,645,65354
17323,64812,64111,1101,409,65381,245,64587,1600,65193,942,645,65354
17341,64812,64111,1101,374,65385,214,64587,1600,65193,858,257,64992
17360,64812,64111,1101,374,65385,214,64587,1600,65193,858,257,64992
17378,64737,64083,1236,327,65412,153,64613,1644,65056,797,227,64961
17395,64737,64083,1236,327,65412,153,64613,1644,65056,797,227,64961
17413,64737,64083,1236,492,65532,264,64613,1644,65056,797,227,64961
17430,64737,64083,1236,492,65532,264,64613,1644,65056,701,18,64739
17450,64737,64083,1236,492,65532,264,64613,1644,65056,701,18,64739
17468,64728,64119,1293,382,68,342,64531,1637,65019,767,65359,64379
17487,64728,64119,1293,382,68,342,64531,1637,65019,767,65359,64379
17504,64728,64119,1293,387,65495,763,64531,1637,65019,985,65272,63988
17524,64728,64119,1293,387,65495,763,64531,1637,65019,985,65272,63988
17541,64693,64164,1316,128,65532,785,64310,1721,64979,1310,65340,63410
17558,64693,64164,1316,128,65532,785,64310,1721,64979,1310,65340,63410
17577,64693,64164,1316,0,249,448,64310,1721,64979,1837,102,63171
17594,64693,64164,1316,0,249,448,64310,1721,64979,1837,102,63171
17612,64693,64164,1316,0,249,448,64310,1721,64979,1837,102,63171
17631,64596,64150,1291,92,546,402,63984,1832,64916,2332,392,62673
17648,64596,64150,1291,92,546,402,63984,1832,64916,2332,392,62673
17665,64596,64150,1291,32,513,682,63984,1832,64916,3083,1413,61972
17683,64596,64150,1291,32,513,682,63984,1832,64916,3083,1413,61972
17701,64585,64092,1367,64714,1876,1421,63809,2538,64723,4810,2018,61415
17718,64585,64092,1367,64714,1876,1421,63809,2538,64723,4810,2018,61415
17736,64585,64092,1367,62839,9893,5620,63809,2538,64723,6700,887,60115
17754,64585,64092,1367,62839,9893,5620,63809,2538,64723,6700,887,60115
17772,64585,64092,1367,62839,9893,5620,63809,2538,64723,6700,887,60115
17789,64508,61767,3526,63934,14366,14009,64137,3648,64707,5336,64605,58913
17807,64508,61767,3526,63934,14366,14009,64137,3648,64707,5336,64605,58913
17826,64508,61767,3526,64240,3925,3618,64137,3648,64707,452,64779,63452
17843,64508,61767,3526,64240,3925,3618,64137,3648,64707,452,64779,63452
17860,853,62433,3418,412,65204,58831,979,1826,421,64582,62970,2871
17880,853,62433,3418,412,65204,58831,979,1826,421,64582,62970,2871
17898,853,62433,3418,749,63412,61379,979,1826,421,63094,64182,4778
17915,853,62433,3418,749,63412,61379,979,1826,421,63094,64182,4778
17934,853,62433,3418,749,63412,61379,979,1826,421,60732,675,6588
17951,65153,64290,1622,1017,59820,61540,65381,1452,465,60732,675,6588
17969,65153,64290,1622,1017,59820,61540,65381,1452,465,60732,675,6588
17990,65153,64290,1622,1578,59355,59292,65381,1452,465,60519,65401,7340
18006,65153,64290,1622,1578,59355,59292,65381,1452,465,60519,65401,7340
18024,63465,63182,1207,1844,59310,59177,63841,2309,64865,60449,64835,7410
18043,63465,63182,1207,1844,59310,59177,63841,2309,64865,60449,64835,7410
18060,63465,63182,1207,1505,58570,60211,63841,2309,64865,59954,65418,7258
18078,63465,63182,1207,1505,58570,60211,63841,2309,64865,59954,65418,7258
18096,63465,63182,1207,1505,58570,60211,63841,2309,64865,60465,65033,6641
18112,62557,63128,910,817,59641,60135,62939,2275,64062,60465,65033,6641
18131,62557,63128,910,817,59641,60135,62939,2275,64062,60465,65033,6641
18148,62557,63128,910,1107,62209,59688,62939,2275,64062,61713,63278,5706
18166,62557,63128,910,1107,62209,59688,62939,2275,64062,61713,63278,5706
18184,61652,64152,65049,1845,64895,61556,62139,938,63275,63475,62367,4568
18202,61652,64152,65049,1845,64895,61556,62139,938,63275,63475,62367,4568
18220,61652,64152,65049,941,1418,64245,62139,938,63275,452,63834,1546
18237,61652,64152,65049,941,1418,64245,62139,938,63275,452,63834,1546
18255,61652,64152,65049,941,1418,64245,62139,938,63275,2052,63967,63836
18272,62537,65267,64308,64782,3779,65220,62646,65523,63853,2052,63967,63836
18291,62537,65267,64308,64782,3779,65220,62646,65523,63853,2052,63967,63836
18307,62537,65267,64308,64329,5334,2113,62646,65523,63853,2443,65125,60481
18326,62537,65267,64308,64329,5334,2113,62646,65523,63853,2443,65125,60481
18344,62537,65267,64308,63554,3548,5060,64226,2651,0,2012,683,59554
18361,64215,63524,1907,63554,3548,5060,64226,2651,0,2012,683,59554
18379,64215,63524,1907,63554,3548,5060,64226,2651,0,2355,422,63452
18397,64215,63524,1907,1043,1226,2325,64226,2651,0,2355,422,63452
18415,64215,63524,1907,1043,1226,2325,64226,2651,0,1432,87,64184
18433,64178,63183,1846,290,577,713,64377,1770,64862,1432,87,64184
18451,64178,63183,1846,290,577,713,64377,1770,64862,1432,87,64184
