Time (ms), qw1, qx1, qy1, qz1, ax1, ay1, az1, lax1, lay1, laz1, grx1, gry1, grz1, gyrx1, gyry1, gyrz1, qw2, qx2, qy2, qz2, ax2, ay2, az2, lax2, lay2, laz2, grx2, gry2, grz2, gyrx2, gyry2, gyrz2
1577, 0.746337890625, -0.04058837890625, -0.66436767578125, 0.0008544921875, 9.48, -0.64, 1.06, -0.24, 0.06, 0.07, 9.72, -0.61, 1.11, -0.0033333333333333335, 0.013333333333333334, 0.035555555555555556, 0, 0, 0, 0, 2.71, 2.72, -8.86, 2.75, 2.78, -18.7, 0, 0, 9.8, -0.005555555555555556, -0.0022222222222222222, -0.005555555555555556
1600, 0.746337890625, -0.04046630859375, -0.66436767578125, 0.00115966796875, 9.43, -0.52, 1.16, -0.28, 0.07, 0.05, 9.72, -0.61, 1.12, -0.025555555555555557, 0, 0.03888888888888889, 1, 0, -0.0001220703125, 0, 2.68, 2.7, -8.85, 2.85, 2.79, -18.71, 2.8, 2.77, -8.97, -0.0011111111111111111, -0.0022222222222222222, -0.008888888888888889
1620, 0.746337890625, -0.0404052734375, -0.664306640625, 0.001708984375, 9.44, -0.54, 1.17, -0.25, 0.06, 0.11, 9.72, -0.62, 1.12, -0.03777777777777778, -0.0033333333333333335, 0.035555555555555556, 1, 0, -0.0001220703125, 0, 2.85, 2.79, -8.9, -0.11, -0.03, 0.07, 2.8, 2.78, -8.97, -0.0022222222222222222, -0.0077777777777777776, -0.005555555555555556
1644, 0.746337890625, -0.04046630859375, -0.664306640625, 0.00189208984375, 9.46, -0.55, 1.23, -0.22, 0, 0.05, 9.72, -0.63, 1.12, -0.03888888888888889, -0.011111111111111112, 0.03666666666666667, 1, 0, -0.0001220703125, 0, 2.85, 2.76, -8.88, 0.01, -0.06, 0.1, 2.79, 2.78, -8.97, -0.0022222222222222222, -0.006666666666666667, -0.008888888888888889
1669, 0.74639892578125, -0.04058837890625, -0.66424560546875, 0.001953125, 9.49, -0.64, 1.19, -0.21, -0.01, 0.03, 9.72, -0.63, 1.11, -0.02, -0.012222222222222223, 0.03777777777777778, 0.20562744140625, 0.6890869140625, -0.69488525390625, -0.00006103515625, 2.82, 2.71, -8.87, -0.06, 0.01, 0.12, 2.79, 2.78, -8.97, -0.0022222222222222222, -0.0011111111111111111, -0.0044444444444444444
1695, 0.74639892578125, -0.041015625, -0.6641845703125, 0.0020751953125, 9.5, -0.64, 1.15, -0.24, -0.04, -0.03, 9.72, -0.64, 1.11, -0.011111111111111112, -0.014444444444444444, 0.03777777777777778, 0.20562744140625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.73, 2.79, -8.84, 0.01, -0.04, 0.1, 2.79, 2.78, -8.97, 0.0011111111111111111, 0.0044444444444444444, -0.0022222222222222222
1720, 0.74639892578125, -0.041259765625, -0.6641845703125, 0.0020751953125, 9.47, -0.67, 1.08, -0.23, -0.02, -0.06, 9.72, -0.65, 1.11, -0.014444444444444444, -0.008888888888888889, 0.04555555555555556, 0.20556640625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.81, 2.73, -8.86, -0.01, -0.03, 0.14, 2.79, 2.78, -8.97, 0, 0.016666666666666666, 0.0022222222222222222
1747, 0.746337890625, -0.041748046875, -0.66424560546875, 0.00213623046875, 9.4, -0.62, 0.98, -0.28, 0.04, -0.06, 9.72, -0.66, 1.11, -0.02, -0.0077777777777777776, 0.043333333333333335, 0.20556640625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.76, 2.75, -8.83, -0.06, -0.02, 0.09, 2.8, 2.78, -8.97, 0.0022222222222222222, 0.021111111111111112, 0.0077777777777777776
1748, 0.746337890625, -0.041748046875, -0.66424560546875, 0.00213623046875, 9.4, -0.62, 0.98, -0.25, 0.01, 0.02, 9.72, -0.66, 1.11, -0.02, -0.0077777777777777776, 0.043333333333333335, 0.20556640625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.76, 2.75, -8.83, -0.06, -0.02, 0.09, 2.8, 2.78, -8.97, 0.0022222222222222222, 0.021111111111111112, 0.0077777777777777776
1774, 0.74627685546875, -0.04217529296875, -0.664306640625, 0.0023193359375, 9.46, -0.63, 1.13, -0.28, 0.02, 0.03, 9.71, -0.67, 1.11, -0.012222222222222223, -0.014444444444444444, 0.04111111111111111, 0.20556640625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.73, 2.75, -8.88, -0.06, 0, 0.11, 2.8, 2.78, -8.97, 0.0022222222222222222, 0.03777777777777778, 0.015555555555555555
1800, 0.7462158203125, -0.04254150390625, -0.66436767578125, 0.00250244140625, 9.43, -0.63, 1.14, -0.25, -0.09, -0.01, 9.71, -0.68, 1.11, 0.02, -0.011111111111111112, 0.03222222222222222, 0.20556640625, 0.68914794921875, -0.69482421875, -0.0001220703125, 2.73, 2.78, -8.86, -0.07, -0.06, 0.11, 2.81, 2.77, -8.97, 0.0011111111111111111, 0.04888888888888889, 0.013333333333333334
