Time (ms), qw1, qx1, qy1, qz1, ax1, ay1, az1, lax1, lay1, laz1, grx1, gry1, grz1, gyrx1, gyry1, gyrz1, qw2, qx2, qy2, qz2, ax2, ay2, az2, lax2, lay2, laz2, grx2, gry2, grz2, gyrx2, gyry2, gyrz2
1476, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.44, -0.06, 1.2, -0.28, 0, 0.04, 9.73, -0.05, 1.16, 0.14333333333333334, -0.008888888888888889, 0.008888888888888889, 0, 0, 0, 0, 3.54, 2.9, -8.62, 0, 0, 0, 1.28, 0, 9.8, -0.0022222222222222222, 0.0022222222222222222, -0.0022222222222222222
1501, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.44, -0.06, 1.2, -0.26, -0.01, 0, 9.73, -0.05, 1.16, 0.01, -0.006666666666666667, 0.006666666666666667, 0.0078125, 0, 0, 0, 3.62, 2.78, -8.51, 3.59, 2.82, -18.3, 0, 0, 9.8, -0.0044444444444444444, 0.006666666666666667, 0.0033333333333333335
1534, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.47, -0.07, 1.15, -0.23, 0.01, -0.04, 9.73, -0.05, 1.16, 0.14555555555555555, 0.0033333333333333335, 0.0022222222222222222, 0.0078125, 0, 0, 0, 4.87, 2.9, -8.6, 4.91, 2.79, -18.3, 4.92, 2.85, -8.64, 0, 0.006666666666666667, 0.0011111111111111111
1559, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.53, 0.06, 1.12, -0.34, 0.04, 0.02, 9.73, -0.05, 1.16, -0.0011111111111111111, -0.0044444444444444444, 0.0077777777777777776, 1.0078125, 0, 0.00018310546875, 0.00030517578125, 4.91, 2.79, -8.49, -0.05, 0, 0.08, 3.64, 2.85, -8.64, -0.0044444444444444444, -0.0033333333333333335, -0.0011111111111111111
1583, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.39, -0.01, 1.18, -0.19, -0.01, 0.04, 9.73, -0.05, 1.16, -0.013333333333333334, -0.016666666666666666, -0.0011111111111111111, 1.0078125, 0, 0.00018310546875, 0.00030517578125, 3.59, 2.85, -8.55, 1.33, -0.06, 0.17, 4.92, 2.85, -8.64, -0.005555555555555556, -0.0011111111111111111, -0.0022222222222222222
1606, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.54, -0.07, 1.2, -0.32, 0, -0.08, 9.73, -0.05, 1.16, 0.15, -0.008888888888888889, -0.005555555555555556, 0.2437744140625, 0.5987548828125, -0.762939453125, 0.00018310546875, 4.98, 2.79, -8.47, 1.36, -0.02, 0.12, 4.92, 2.85, -8.64, 0.14222222222222222, 0.0033333333333333335, 0
1631, 0.74786376953125, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.4, -0.06, 1.08, -0.23, -0.11, 0.03, 9.73, -0.05, 1.16, 0.1511111111111111, -0.006666666666666667, -0.008888888888888889, 0.2437744140625, 0.5987548828125, -0.762939453125, 0.00018310546875, 3.73, 2.82, -8.51, -0.19, -0.07, 0, 4.92, 2.85, -8.64, -0.0022222222222222222, -0.0011111111111111111, -0.006666666666666667
1656, 0.7479248046875, -0.00506591796875, -0.663818359375, -0.00128173828125, 9.5, -0.17, 1.19, -0.27, 0.05, -0.02, 9.73, -0.05, 1.16, -0.0077777777777777776, -0.0033333333333333335, -0.005555555555555556, 0.2437744140625, 0.5987548828125, -0.762939453125, 0.00018310546875, 4.87, 2.84, -8.53, 1.29, -0.12, 0.09, 4.93, 2.85, -8.64, 0, -0.006666666666666667, 0.0011111111111111111
1680, 0.74786376953125, -0.005126953125, -0.66387939453125, -0.00128173828125, 9.46, 0, 1.13, -0.22, 0.03, -0.08, 9.73, -0.05, 1.16, 0.14222222222222222, -0.0044444444444444444, 0.005555555555555556, 0.2437744140625, 0.5987548828125, -0.762939453125, 0.00018310546875, 4.94, 2.73, -8.54, -0.1, 0.04, 0.07, 3.65, 2.85, -8.64, -0.0011111111111111111, 0, -0.0011111111111111111
1704, 0.74786376953125, -0.005126953125, -0.663818359375, -0.0013427734375, 9.51, -0.02, 1.08, -0.35, 0.14, -0.08, 9.73, -0.05, 1.16, -0.0033333333333333335, 0, -0.0033333333333333335, 0.2437744140625, 0.5987548828125, -0.762939453125, 0.00018310546875, 3.54, 2.9, -8.56, -0.04, -0.06, 0.1, 4.93, 2.85, -8.64, -0.0022222222222222222, 0.006666666666666667, 0
