Time (ms), qw1, qx1, qy1, qz1, ax1, ay1, az1, lax1, lay1, laz1, grx1, gry1, grz1, gyrx1, gyry1, gyrz1, qw2, qx2, qy2, qz2, ax2, ay2, az2, lax2, lay2, laz2, grx2, gry2, grz2, gyrx2, gyry2, gyrz2
1588, 0.7674560546875, 0.07513427734375, -0.63665771484375, 0.00091552734375, 9.3, 1.19, 1.74, -0.37, 0, -0.02, 9.58, 1.12, 1.74, -0.012222222222222223, 0.0044444444444444444, 0.0077777777777777776, 0, 0, 0, 0, 5.54, -1.04, -8.17, 5.65, -1.07, -17.91, 0, 0, 9.8, -0.013333333333333334, 0.0011111111111111111, -0.005555555555555556
1608, 0.7752685546875, 0.07513427734375, -0.63665771484375, 0.00091552734375, 9.21, 1.11, 1.71, -0.37, -0.13, -0.01, 9.58, 1.11, 1.74, 0.013333333333333334, -0.0044444444444444444, 0.006666666666666667, 1, -0.0001220703125, 0, 0, 5.65, -1.07, -8.1, 5.64, -1.05, -17.88, 5.57, -1.02, -8, -0.022222222222222223, -0.0011111111111111111, -0.0011111111111111111
1630, 0.7752685546875, 0.07513427734375, -0.63665771484375, 0.00091552734375, 9.21, 0.98, 1.73, -0.35, -0.03, -0.17, 9.58, 1.11, 1.74, 0.005555555555555556, -0.0022222222222222222, 0.005555555555555556, 1, -0.0001220703125, 0, 0, 5.64, -1.05, -8.08, -0.02, 0.04, -0.18, 5.57, -1.02, -8, -0.0033333333333333335, 0.0022222222222222222, -0.006666666666666667
1649, 0.77532958984375, 0.0750732421875, -0.63665771484375, 0.0008544921875, 9.22, 1.08, 1.57, -0.28, -0.02, 0.06, 9.58, 1.11, 1.74, -0.005555555555555556, -0.0077777777777777776, 0.012222222222222223, 1, -0.00018310546875, 0, 0, 5.55, -0.97, -8.18, -0.01, 0, -0.12, 5.57, -1.02, -8, -0.015555555555555555, -0.0033333333333333335, -0.0033333333333333335
1668, 0.76751708984375, 0.07513427734375, -0.63665771484375, 0.00091552734375, 9.29, 1.09, 1.81, -0.32, -0.04, 0.03, 9.58, 1.11, 1.74, -0.012222222222222223, 0.0022222222222222222, 0.01, 0.30328369140625, -0.17333984375, -0.93701171875, -0.0003662109375, 5.55, -1.01, -8.13, 0, -0.03, -0.16, 5.57, -1.01, -8, -0.011111111111111112, 0.0011111111111111111, -0.0044444444444444444
1692, 0.76751708984375, 0.0751953125, -0.63665771484375, 0.0009765625, 9.25, 1.07, 1.78, -0.25, 0.02, -0.12, 9.58, 1.11, 1.74, -0.017777777777777778, -0.0022222222222222222, 0.011111111111111112, 0.30328369140625, -0.17340087890625, -0.93701171875, -0.00048828125, 5.57, -1.05, -8.16, 0.04, -0.05, -0.09, 5.57, -1.01, -8, -0.0044444444444444444, 0.0022222222222222222, 0
1713, 0.76751708984375, 0.0751953125, -0.6365966796875, 0.0009765625, 9.32, 1.13, 1.62, -0.29, 0.01, 0.05, 9.58, 1.11, 1.74, 0.011111111111111112, -0.0044444444444444444, 0.012222222222222223, 0.30328369140625, -0.17340087890625, -0.93701171875, -0.00054931640625, 5.61, -1.07, -8.1, -0.03, 0.01, -0.15, 5.57, -1.01, -8, -0.01, 0.0077777777777777776, -0.005555555555555556
1733, 0.76751708984375, 0.0750732421875, -0.6365966796875, 0.00103759765625, 9.28, 1.13, 1.8, -0.17, -0.12, 0.04, 9.58, 1.11, 1.74, -0.014444444444444444, -0.0011111111111111111, 0.012222222222222223, 0.30322265625, -0.1734619140625, -0.93701171875, -0.00067138671875, 5.53, -1, -8.15, 0.13, -0.09, -0.03, 5.57, -1.01, -8, -0.08555555555555555, 0.02, -0.0077777777777777776
1754, 0.76751708984375, 0.07501220703125, -0.6365966796875, 0.0009765625, 9.3, 1.08, 1.69, -0.34, -0.04, 0, 9.58, 1.11, 1.74, -0.005555555555555556, -0.006666666666666667, 0.005555555555555556, 0.30322265625, -0.1734619140625, -0.93701171875, -0.000732421875, 5.71, -1.11, -8.03, 0, 0.09, -0.15, 5.57, -1, -8, -0.07222222222222222, 0.012222222222222223, -0.011111111111111112
1774, 0.76751708984375, 0.07489013671875, -0.6365966796875, 0.00103759765625, 9.23, 1.06, 1.74, -0.31, -0.04, -0.1, 9.58, 1.11, 1.74, 0.0011111111111111111, 0, 0.0011111111111111111, 0.30322265625, -0.1734619140625, -0.93701171875, -0.000732421875, 5.57, -0.92, -8.15, 0.13, 0, -0.11, 5.58, -0.99, -8, -0.03666666666666667, 0.016666666666666666, -0.0011111111111111111
