Time (ms), qw1, qx1, qy1, qz1, ax1, ay1, az1, lax1, lay1, laz1, grx1, gry1, grz1, gyrx1, gyry1, gyrz1, qw2, qx2, qy2, qz2, ax2, ay2, az2, lax2, lay2, laz2, grx2, gry2, grz2, gyrx2, gyry2, gyrz2
1478, 0.76092529296875, -0.00885009765625, -0.6484375, -0.0206298828125, 9.39, 0.28, 1.53, -0.28, 0.15, -0.02, 9.67, 0.13, 1.56, 0.15444444444444444, 0.06, 0.01, 0.0078125, 0, 0, 0, 5.9, -0.21, -7.97, 0, 0, 0, -0.02, 0.06, 9.8, 0.10666666666666667, 0.04777777777777778, 0.025555555555555557
1504, 0.7611083984375, -0.0081787109375, -0.64825439453125, -0.02020263671875, 9.39, 0.28, 1.53, -0.26, 0.21, -0.11, 9.67, 0.14, 1.57, 0.16444444444444445, 0.058888888888888886, 0.013333333333333334, 0.0078125, 0, 0, 0, 5.88, -0.29, -7.84, 7.05, -0.35, -17.84, -0.03, 0.09, 9.8, 0.10555555555555556, 0.10777777777777778, 0.01888888888888889
1530, 0.7611083984375, -0.0081787109375, -0.64825439453125, -0.02020263671875, 9.41, 0.34, 1.45, -0.37, 0.24, -0.24, 9.67, 0.14, 1.57, 0.15444444444444444, 0.057777777777777775, 0.02, 0.0078125, 0, 0, 0, 7.02, -0.28, -8.03, 7.02, -0.44, -17.78, 5.77, -0.31, -7.92, 0.2577777777777778, 0.11333333333333333, 0.021111111111111112
1555, 0.76129150390625, -0.007568359375, -0.64801025390625, -0.019775390625, 9.29, 0.38, 1.33, -0.31, 0.19, -0.1, 9.67, 0.15, 1.58, 0.28, 0.04666666666666667, 0.012222222222222223, 1.0078125, 0.00372314453125, 0.00128173828125, 0.000244140625, 6.98, -0.35, -7.97, 1.37, 0.01, 0, 7.07, -0.34, -7.9, 0.10777777777777778, 0.10555555555555556, 0.023333333333333334
1556, 0.76129150390625, -0.007568359375, -0.64801025390625, -0.019775390625, 9.29, 0.32, 1.41, -0.31, 0.19, -0.1, 9.67, 0.15, 1.59, 0.13777777777777778, 0.04666666666666667, 0.012222222222222223, 1, 0.00372314453125, 0.00128173828125, 0.000244140625, 5.7, -0.35, -7.97, 1.37, 0.01, 0, 7.07, -0.34, -7.9, 0.2544444444444444, 0.09111111111111111, 0.025555555555555557
1580, 0.76165771484375, -0.00628662109375, -0.647705078125, -0.01885986328125, 9.36, 0.33, 1.47, -0.29, 0.2, -0.16, 9.67, 0.15, 1.59, 0.27666666666666667, 0.035555555555555556, 0.011111111111111112, 1.0078125, 0.0052490234375, 0.0023193359375, 0.0006103515625, 7.15, -0.31, -7.92, 1.36, 0, -0.08, 7.1, -0.37, -7.88, 0.25333333333333335, 0.06777777777777778, 0.015555555555555555
1604, 0.76177978515625, -0.00567626953125, -0.64752197265625, -0.01837158203125, 9.38, 0.35, 1.42, -0.37, 0.01, 0.13, 9.67, 0.16, 1.6, 0.12777777777777777, 0.02, 0.014444444444444444, 0.31036376953125, -0.0350341796875, -0.949951171875, 0.006103515625, 5.88, -0.34, -7.98, 1.46, -0.03, 0, 7.11, -0.39, -7.87, 0.07111111111111111, 0.07111111111111111, 0.0044444444444444444
1627, 0.7620849609375, -0.0045166015625, -0.647216796875, -0.0174560546875, 9.3, 0.17, 1.72, -0.26, 0.15, 0.22, 9.67, 0.16, 1.6, 0.2833333333333333, 0.023333333333333334, 0.015555555555555555, 0.31201171875, -0.0347900390625, -0.94940185546875, 0.00775146484375, 6, -0.4, -7.89, 1.31, 0, -0.11, 7.12, -0.41, -7.86, -0.0077777777777777776, 0.04, -0.0044444444444444444
1651, 0.76239013671875, -0.00347900390625, -0.64691162109375, -0.01666259765625, 9.4, 0.32, 1.82, -0.19, 0.14, 0.05, 9.67, 0.16, 1.61, 0.14333333333333334, 0.01888888888888889, 0.014444444444444444, 0.32080078125, -0.03466796875, -0.9490966796875, 0.0087890625, 5.87, -0.39, -7.99, 1.51, -0.01, -0.1, 7.13, -0.41, -7.85, -0.03666666666666667, 0.0044444444444444444, 0.0022222222222222222
1675, 0.7626953125, -0.00213623046875, -0.6466064453125, -0.01531982421875, 9.47, 0.31, 1.66, -0.32, 0.16, -0.17, 9.67, 0.16, 1.61, 0.15333333333333332, 0.015555555555555555, 0.01, 0.32183837890625, -0.034423828125, -0.94873046875, 0.01025390625, 7.36, -0.42, -7.96, 1.4, -0.04, -0.07, 5.85, -0.4, -7.85, -0.016666666666666666, -0.023333333333333334, 0.005555555555555556
1699, 0.7628173828125, -0.00128173828125, -0.646484375, -0.014404296875, 9.34, 0.33, 1.43, -0.22, 0.16, -0.15, 9.67, 0.17, 1.62, 0.12222222222222222, 0.0044444444444444444, 0.0011111111111111111, 0.314697265625, -0.03424072265625, -0.948486328125, 0.01080322265625, 7.26, -0.45, -7.92, -0.02, -0.02, -0.11, 7.13, -0.4, -7.85, -0.0011111111111111111, 0.006666666666666667, 0.006666666666666667
1722, 0.76300048828125, 0.00018310546875, -0.646240234375, -0.01300048828125, 9.44, 0.33, 1.46, -0.31, 0.37, 0.01, 9.66, 0.18, 1.62, 0.16, -0.02666666666666667, -0.0077777777777777776, 0.322998046875, -0.0341796875, -0.9483642578125, 0.0108642578125, 7.11, -0.43, -7.96, 1.37, -0.03, -0.02, 5.85, -0.4, -7.85, -0.024444444444444446, 0.0077777777777777776, -0.0077777777777777776
1747, 0.76312255859375, 0.00115966796875, -0.6461181640625, -0.011962890625, 9.35, 0.54, 1.63, -0.24, 0.29, -0.01, 9.67, 0.19, 1.61, -0.03111111111111111, -0.012222222222222223, -0.0011111111111111111, 0.32305908203125, -0.03436279296875, -0.94830322265625, 0.010498046875, 7.23, -0.44, -7.88, 0.06, -0.03, -0.07, 7.13, -0.4, -7.85, -0.035555555555555556, -0.0011111111111111111, -0.0077777777777777776
1770, 0.76324462890625, 0.00299072265625, -0.64599609375, -0.01068115234375, 9.42, 0.47, 1.6, -0.43, 0.3, -0.26, 9.67, 0.2, 1.6, -0.014444444444444444, -0.005555555555555556, -0.0011111111111111111, 0.3228759765625, -0.03436279296875, -0.9483642578125, 0.0103759765625, 7.17, -0.38, -8, 1.5, 0.02, 0.06, 7.13, -0.39, -7.85, -0.02666666666666667, -0.021111111111111112, 0.005555555555555556
